epoch;cnvnum;cnvlen
393;1.000000;154592.000000
394;1.000000;158351.000000
395;1.000000;158351.000000
396;1.000000;155471.000000
397;1.000000;155471.000000
398;1.000000;157324.000000
399;1.000000;154661.000000
400;1.000000;158053.000000
401;1.000000;158212.000000
402;1.000000;155570.000000
403;1.000000;159263.500000
404;1.000000;157484.000000
405;1.000000;160077.000000
406;1.000000;154661.000000
407;1.000000;162272.000000
408;1.000000;157786.000000
409;1.000000;156179.000000
410;1.000000;155471.000000
411;1.000000;161279.000000
412;1.000000;159854.000000
413;1.000000;157694.000000
414;1.000000;159763.000000
415;1.000000;157842.500000
416;1.000000;161237.500000
417;1.000000;154661.000000
418;1.000000;156013.000000
419;1.000000;152086.500000
420;1.000000;160951.000000
421;1.000000;158572.000000
422;1.000000;155471.000000
423;1.000000;156318.000000
424;1.000000;156247.000000
425;1.000000;154661.000000
426;1.000000;157791.000000
427;1.000000;157654.500000
428;1.000000;154661.000000
429;1.000000;159050.500000
430;1.000000;154661.000000
431;1.000000;156179.000000
432;1.000000;159847.000000
433;1.000000;157694.000000
434;1.000000;155470.000000
435;1.000000;155471.000000
436;1.000000;156932.500000
437;1.000000;154661.000000
438;1.000000;156091.500000
439;1.000000;157461.500000
440;1.000000;160958.500000
441;1.000000;154661.000000
442;1.000000;157102.000000
443;1.000000;157439.000000
444;1.000000;158180.000000
445;1.000000;155570.000000
446;1.000000;157694.000000
447;1.000000;159660.000000
448;1.000000;165653.000000
449;1.000000;155074.000000
450;1.000000;156328.500000
451;1.000000;158920.000000
452;1.000000;159016.000000
453;1.000000;156428.000000
454;1.000000;156117.500000
455;1.000000;154951.000000
456;1.000000;155471.000000
457;1.000000;154661.000000
458;1.000000;156309.500000
459;1.000000;156013.000000
460;1.000000;161095.500000
461;1.000000;159885.500000
462;1.000000;156739.000000
463;1.000000;158086.000000
464;1.000000;154783.000000
465;1.000000;161119.000000
466;1.000000;157484.000000
467;1.000000;160254.000000
468;1.000000;155934.000000
469;1.000000;155469.000000
470;1.000000;154661.000000
471;1.000000;154661.000000
472;1.000000;158343.000000
473;1.000000;154661.000000
474;1.000000;157209.500000
475;1.000000;154661.000000
476;1.000000;155471.000000
477;1.000000;157715.500000
478;1.000000;156336.000000
479;1.000000;157694.000000
480;1.000000;157556.000000
481;1.000000;159172.000000
482;1.000000;156783.000000
483;1.000000;159854.000000
484;1.000000;157523.500000
485;1.000000;156318.000000
486;1.000000;155978.000000
487;1.000000;155471.000000
488;1.000000;155718.000000
489;1.000000;155471.000000
490;1.000000;158351.000000
491;1.000000;156493.000000
492;1.000000;158249.500000
493;1.000000;163446.000000
494;1.000000;157673.000000
495;1.000000;155119.000000
496;1.000000;156649.000000
497;1.000000;154661.000000
498;1.000000;158048.500000
499;1.000000;155471.000000
500;1.000000;157694.000000
501;1.000000;160322.000000
502;1.000000;154661.000000
503;1.000000;155164.000000
504;1.000000;162429.000000
505;1.000000;162361.000000
506;1.000000;155471.000000
507;1.000000;155471.000000
508;1.000000;158351.000000
509;1.000000;155119.000000
510;1.000000;154661.000000
511;1.000000;155777.000000
512;1.000000;157791.000000
513;1.000000;157694.000000
514;1.000000;158055.000000
515;1.000000;154661.000000
516;1.000000;156318.000000
517;1.000000;157602.000000
518;1.000000;156783.000000
519;1.000000;157778.000000
520;1.000000;155527.500000
521;1.000000;155471.000000
522;1.000000;155471.000000
523;1.000000;159049.000000
524;1.000000;155471.000000
525;1.000000;154661.000000
526;1.000000;157694.000000
527;1.000000;156838.500000
528;1.000000;154592.000000
529;1.000000;157894.000000
530;1.000000;161751.000000
531;1.000000;155030.000000
532;1.000000;154661.000000
533;1.000000;157461.500000
534;1.000000;155570.000000
535;1.000000;159720.000000
536;1.000000;158949.500000
537;1.000000;154661.000000
538;1.000000;155471.000000
539;1.000000;158920.000000
540;1.000000;159797.500000
541;1.000000;155471.000000
542;1.000000;157264.500000
543;1.000000;154661.000000
544;1.000000;154960.000000
545;1.000000;154661.000000
546;1.000000;162272.000000
547;1.000000;155471.000000
548;1.000000;155927.000000
549;1.000000;157501.000000
550;1.000000;155570.000000
551;1.000000;157563.000000
552;1.000000;155469.000000
553;1.000000;156597.000000
554;1.000000;154661.000000
555;1.000000;155164.000000
556;1.000000;155516.000000
557;1.000000;162556.500000
558;1.000000;154661.000000
559;1.000000;158949.500000
560;1.000000;156493.000000
561;1.000000;154661.000000
562;1.000000;158467.000000
563;1.000000;158958.500000
564;1.000000;158187.500000
565;1.000000;156179.000000
566;1.000000;159854.000000
567;1.000000;158233.000000
568;1.000000;155471.000000
569;1.000000;158351.000000
570;1.000000;157791.000000
571;1.000000;159854.000000
572;1.000000;154661.000000
573;1.000000;157654.500000
574;1.000000;154661.000000
575;1.000000;154661.000000
576;1.000000;159741.000000
577;1.000000;156620.500000
578;1.000000;158988.000000
579;1.000000;157694.000000
580;1.000000;156493.000000
581;1.000000;155471.000000
582;1.000000;157173.000000
583;1.000000;156011.500000
584;1.000000;156571.000000
585;1.000000;152576.000000
586;1.000000;158613.000000
587;1.000000;156783.000000
588;1.000000;154661.000000
589;1.000000;157694.000000
590;1.000000;157894.000000
591;1.000000;160507.000000
592;1.000000;157563.000000
593;1.000000;156336.000000
594;1.000000;160673.000000
595;1.000000;158443.000000
596;1.000000;160721.000000
597;1.000000;157694.000000
598;1.000000;156965.000000
599;1.000000;156729.500000
600;1.000000;158351.000000
601;1.000000;156568.500000
602;1.000000;154661.000000
603;1.000000;156996.000000
604;1.000000;154661.000000
605;1.000000;157694.000000
606;1.000000;154661.000000
607;1.000000;160401.000000
608;1.000000;157461.500000
609;1.000000;161119.000000
610;1.000000;158920.000000
611;1.000000;155777.000000
612;1.000000;157683.500000
613;1.000000;160958.500000
614;1.000000;154661.000000
615;1.000000;157673.000000
616;1.000000;156253.000000
617;1.000000;157694.000000
618;1.000000;157563.000000
619;1.000000;161727.000000
620;1.000000;158351.000000
621;1.000000;157943.500000
622;1.000000;157694.000000
623;1.000000;155896.000000
624;1.000000;158997.000000
625;1.000000;155727.000000
626;1.000000;154661.000000
627;1.000000;157654.500000
628;1.000000;161292.500000
629;1.000000;155520.500000
630;1.000000;158351.000000
631;1.000000;156620.500000
632;1.000000;159741.000000
633;1.000000;155777.000000
634;1.000000;158997.000000
635;1.000000;155469.000000
636;1.000000;157884.000000
637;1.000000;155471.000000
638;1.000000;155012.500000
639;1.000000;156739.000000
640;1.000000;157484.000000
641;1.000000;164804.000000
642;1.000000;162515.500000
643;1.000000;155471.000000
644;1.000000;161196.000000
645;1.000000;154661.000000
646;1.000000;156042.000000
647;1.000000;163774.000000
648;1.000000;154661.000000
649;1.000000;154661.000000
650;1.000000;156690.000000
651;1.000000;157796.500000
652;1.000000;157694.000000
653;1.000000;158148.000000
654;1.000000;155164.000000
655;1.000000;160322.000000
656;1.000000;154928.000000
657;1.000000;158681.500000
658;1.000000;154905.000000
659;1.000000;159623.000000
660;1.000000;156597.000000
661;1.000000;163287.000000
662;1.000000;157398.500000
663;1.000000;157694.000000
664;1.000000;157715.500000
665;1.000000;156293.000000
666;1.000000;155471.000000
667;1.000000;158343.000000
668;1.000000;155471.000000
669;1.000000;156713.500000
670;1.000000;155471.000000
671;1.000000;158920.000000
672;1.000000;156783.000000
673;1.000000;158510.000000
674;1.000000;154661.000000
675;1.000000;157461.500000
676;1.000000;154661.000000
677;1.000000;155471.000000
678;1.000000;155471.000000
679;1.000000;156713.500000
680;1.000000;156971.000000
681;1.000000;157683.500000
682;1.000000;157461.500000
683;1.000000;158163.000000
684;1.000000;154661.000000
685;1.000000;154661.000000
686;1.000000;156179.000000
687;1.000000;155471.000000
688;1.000000;158053.000000
689;1.000000;157694.000000
690;1.000000;154661.000000
691;1.000000;158397.000000
692;1.000000;156283.000000
693;1.000000;155894.000000
694;1.000000;161196.000000
695;1.000000;157694.000000
696;1.000000;161364.000000
697;1.000000;157694.000000
698;1.000000;157694.000000
699;1.000000;155470.000000
700;1.000000;158613.000000
701;1.000000;158063.000000
702;1.000000;154592.000000
703;1.000000;155471.000000
704;1.000000;155142.000000
705;1.000000;154661.000000
706;1.000000;157620.500000
707;1.000000;156953.000000
708;1.000000;157894.000000
709;1.000000;158351.000000
710;1.000000;155554.000000
711;1.000000;162097.000000
712;1.000000;157636.000000
713;1.000000;159126.500000
714;1.000000;157694.000000
715;1.000000;156716.000000
716;1.000000;156211.000000
717;1.000000;157694.000000
718;1.000000;157654.500000
719;1.000000;155471.000000
720;1.000000;154661.000000
721;1.000000;158443.000000
722;1.000000;155471.000000
723;1.000000;155074.000000
724;1.000000;155471.000000
725;1.000000;157523.500000
726;1.000000;157694.000000
727;1.000000;155471.000000
728;1.000000;154661.000000
729;1.000000;155777.000000
730;1.000000;158358.500000
731;1.000000;155520.500000
732;1.000000;154905.000000
733;1.000000;161942.000000
734;1.000000;157515.000000
735;1.000000;155272.500000
736;1.000000;155136.500000
737;1.000000;157563.000000
738;1.000000;159854.000000
739;1.000000;155533.000000
740;1.000000;155164.000000
741;1.000000;155471.000000
742;1.000000;159935.000000
743;1.000000;155074.000000
744;1.000000;157346.500000
745;1.000000;154661.000000
746;1.000000;159591.000000
747;1.000000;158351.000000
748;1.000000;158334.500000
749;1.000000;154661.000000
750;1.000000;160951.000000
751;1.000000;155471.000000
752;1.000000;154661.000000
753;1.000000;157602.000000
754;1.000000;157366.000000
755;1.000000;156013.000000
756;1.000000;160687.000000
757;1.000000;155541.500000
758;1.000000;158021.000000
759;1.000000;154661.000000
760;1.000000;158021.000000
761;1.000000;156783.000000
762;1.000000;155471.000000
763;1.000000;161119.000000
764;1.000000;154661.000000
765;1.000000;157694.000000
766;1.000000;155074.000000
767;1.000000;154661.000000
768;1.000000;154661.000000
769;1.000000;159741.000000
770;1.000000;160540.500000
771;1.000000;154661.000000
772;1.000000;156759.000000
773;1.000000;155471.000000
774;1.000000;156096.000000
775;1.000000;161717.000000
776;1.000000;154661.000000
777;1.000000;158351.000000
778;1.000000;156174.000000
779;1.000000;154661.000000
780;1.000000;154661.000000
781;1.000000;155471.000000
782;1.000000;160322.000000
783;1.000000;160920.000000
784;1.000000;159690.000000
785;1.000000;155469.000000
786;1.000000;162290.000000
787;1.000000;161119.000000
788;1.000000;154661.000000
789;1.000000;155317.500000
790;1.000000;157694.000000
791;1.000000;154661.000000
792;1.000000;157694.000000
793;1.000000;158601.500000
794;1.000000;159256.000000
795;1.000000;161196.000000
796;1.000000;157742.500000
797;1.000000;157599.500000
798;1.000000;155520.500000
799;1.000000;156597.000000
800;1.000000;155520.500000
801;1.000000;157694.000000
802;1.000000;155109.000000
803;1.000000;157484.000000
804;1.000000;155471.000000
805;1.000000;154905.000000
806;1.000000;158766.500000
807;1.000000;155469.000000
808;1.000000;157694.000000
809;1.000000;156783.000000
810;1.000000;159467.000000
811;1.000000;158249.500000
812;1.000000;157391.000000
813;1.000000;154661.000000
814;1.000000;159741.500000
815;1.000000;157461.500000
816;1.000000;162097.000000
817;1.000000;159660.000000
818;1.000000;155471.000000
819;1.000000;156096.000000
820;1.000000;157694.000000
821;1.000000;154661.000000
822;1.000000;157694.000000
823;1.000000;158920.000000
824;1.000000;155471.000000
825;1.000000;155091.500000
826;1.000000;155471.000000
827;1.000000;159358.500000
828;1.000000;156783.000000
829;1.000000;161364.000000
830;1.000000;158212.000000
831;1.000000;160625.500000
832;1.000000;155471.000000
833;1.000000;155471.000000
834;1.000000;155471.000000
835;1.000000;154626.500000
836;1.000000;156545.000000
837;1.000000;158043.000000
838;1.000000;154661.000000
839;1.000000;157742.500000
840;1.000000;158949.500000
841;1.000000;157694.000000
842;1.000000;157972.500000
843;1.000000;157894.000000
844;1.000000;155471.000000
845;1.000000;156098.000000
846;1.000000;158443.000000
847;1.000000;157563.000000
848;1.000000;158979.000000
849;1.000000;157694.000000
850;1.000000;155469.000000
851;1.000000;158397.000000
852;1.000000;157894.000000
853;1.000000;158988.000000
854;1.000000;161942.000000
855;1.000000;154661.000000
856;1.000000;157673.000000
857;1.000000;155136.500000
858;1.000000;159769.000000
859;1.000000;154661.000000
860;1.000000;159660.000000
861;1.000000;157837.000000
862;1.000000;154661.000000
863;1.000000;162272.000000
864;1.000000;155550.000000
865;1.000000;157529.500000
866;1.000000;163287.000000
867;1.000000;158589.000000
868;1.000000;160716.000000
869;1.000000;159660.000000
870;1.000000;163154.500000
871;1.000000;157484.000000
872;1.000000;158920.000000
873;1.000000;162281.000000
874;1.000000;155109.000000
875;1.000000;157694.000000
876;1.000000;158665.000000
877;1.000000;157439.000000
878;1.000000;159730.500000
879;1.000000;157863.000000
880;1.000000;158397.000000
881;1.000000;155812.000000
882;1.000000;157563.000000
883;1.000000;158613.000000
884;1.000000;160326.000000
885;1.000000;155471.000000
886;1.000000;161942.000000
887;1.000000;156644.000000
888;1.000000;158148.000000
889;1.000000;158443.000000
890;1.000000;155471.000000
891;1.000000;161136.000000
892;1.000000;158186.000000
893;1.000000;155136.500000
894;1.000000;158148.000000
895;1.000000;157385.000000
896;1.000000;158920.000000
897;1.000000;158148.000000
898;1.000000;156783.000000
899;1.000000;163957.000000
900;1.000000;162895.000000
901;1.000000;154661.000000
902;1.000000;157954.000000
903;1.000000;159722.000000
904;1.000000;160910.500000
905;1.000000;161928.000000
906;1.000000;157694.000000
907;1.000000;157654.500000
908;1.000000;154806.000000
909;1.000000;160521.500000
910;1.000000;155673.500000
911;1.000000;158351.000000
912;1.000000;154661.000000
913;1.000000;154661.000000
914;1.000000;154661.000000
915;1.000000;157599.500000
916;1.000000;157694.000000
917;1.000000;156783.000000
918;1.000000;158920.000000
919;1.000000;157560.000000
920;1.000000;157694.000000
921;1.000000;155471.000000
922;1.000000;155397.500000
923;1.000000;162091.000000
924;1.000000;155978.000000
925;1.000000;159287.000000
926;1.000000;154661.000000
927;1.000000;157513.000000
928;1.000000;155471.000000
929;1.000000;157694.000000
930;1.000000;157694.000000
931;1.000000;158351.000000
932;1.000000;155091.500000
933;1.000000;156405.500000
934;1.000000;154661.000000
935;1.000000;159718.000000
936;1.000000;158988.000000
937;1.000000;152997.000000
938;1.000000;157523.500000
939;1.000000;158351.000000
940;1.000000;158443.000000
941;1.000000;160721.000000
942;1.000000;154661.000000
943;1.000000;154661.000000
944;1.000000;157316.000000
945;1.000000;156179.000000
946;1.000000;158351.000000
947;1.000000;161416.000000
948;1.000000;160951.000000
949;1.000000;161320.500000
950;1.000000;155091.500000
951;1.000000;158351.000000
952;1.000000;156095.000000
953;1.000000;158949.500000
954;1.000000;157673.000000
955;1.000000;155012.500000
956;1.000000;162083.000000
957;1.000000;161672.500000
958;1.000000;157694.000000
959;1.000000;155520.500000
960;1.000000;155895.000000
961;1.000000;156638.000000
962;1.000000;158585.000000
963;1.000000;159654.000000
964;1.000000;158397.000000
965;1.000000;156696.000000
966;1.000000;161279.000000
967;1.000000;154661.000000
968;1.000000;162497.000000
969;1.000000;156388.000000
970;1.000000;159854.000000
971;1.000000;155316.500000
972;1.000000;158920.000000
973;1.000000;158766.500000
974;1.000000;159423.000000
975;1.000000;156179.000000
976;1.000000;156815.500000
977;1.000000;161118.000000
978;1.000000;159585.500000
979;1.000000;159624.000000
980;1.000000;156716.000000
981;1.000000;159720.000000
982;1.000000;161324.500000
983;1.000000;157417.500000
984;1.000000;155316.500000
985;1.000000;159741.000000
986;1.000000;154661.000000
987;1.000000;154661.000000
988;1.000000;154661.000000
989;1.000000;157742.500000
990;1.000000;157742.500000
991;1.000000;155316.500000
992;1.000000;155471.000000
993;1.000000;155975.500000
994;1.000000;161196.000000
995;1.000000;155471.000000
996;1.000000;156336.000000
997;1.000000;155136.500000
998;1.000000;156690.000000
999;1.000000;154661.000000
1000;1.000000;157256.000000
