;id;r1;r2;r3;dist1;clusters
45;288271;5788021;-10.0136;2.0987299999999998;0.099662294;1
46;241506;5407685;-10.0465;2.08851;0.099981349;1
47;73572;3207266;-10.0913;1.9561;0.101305972;1
48;34298;1754938;-10.0871;1.94787;0.101508359;1
49;193802;3524677;-9.90528;2.0373799999999997;0.10182898800000001;1
50;110812;3285747;-10.0695;1.92461;0.102537321;1
51;29926;4042712;-9.96221;1.9045599999999998;0.102649295;1
52;180325;2876815;-9.89295;2.00257;0.107080845;1
53;124680;2748627;-9.93249;2.08339;0.10729162199999999;1
54;55222;5947991;-10.0679;1.91022;0.11256490699999999;1
55;138216;4870609;-9.930069999999999;1.9111900000000002;0.113037255;1
56;87991;5948388;-10.0668;2.09251;0.114106705;1
57;232680;5517297;-9.89281;2.04602;0.116651346;1
58;149894;5304862;-9.88706;1.9587400000000001;0.120240722;1
59;230606;2038717;-10.1115;2.0455799999999997;0.120456575;1
60;227071;2650652;-10.118;2.02695;0.121038434;1
61;202671;1570238;-10.1159;2.03688;0.121626249;1
62;8657;2884257;-10.0558;2.1089900000000004;0.12244370199999999;1
63;348646;3917781;-10.089;2.08603;0.123782716;1
64;346638;5049612;-9.8769;1.98627;0.12386332300000001;1
65;142217;4010801;-10.0824;1.9064299999999998;0.12468001;1
66;302915;5460983;-9.91779;1.90116;0.128560607;1
67;115320;1329048;-10.0713;2.1074200000000003;0.12892923;1
68;51003;3811978;-10.016;1.87179;0.129204505;1
69;218580;3948262;-9.944180000000001;1.8827599999999998;0.12985026;1
70;133328;3835277;-10.104;1.9220700000000002;0.12995801199999998;1
71;121454;2794272;-10.1148;1.9378;0.13056753;1
72;361679;3095402;-10.0166;1.8703599999999998;0.130698468;1
73;294223;5077104;-10.1145;2.06642;0.132370187;1
74;205516;5233122;-9.87221;1.96217;0.13327187599999998;1
75;79847;2238702;-10.0339;2.1291900000000004;0.133563716;1
76;347224;4554687;-10.0875;2.1011;0.133706619;1
77;16054;4468659;-10.0742;1.8869599999999997;0.135217165;1
78;235267;3327362;-10.0757;1.8866900000000002;0.136270489;1
79;351771;2197523;-10.1044;2.08764;0.136308949;1
80;174347;5683437;-10.1295;1.9534099999999999;0.13762586300000001;1
81;242662;3292257;-10.0388;2.1326400000000003;0.138198443;1
82;307815;3899953;-9.99271;1.8616400000000002;0.138551917;1
83;58130;1741683;-10.1048;2.09095;0.13876218;1
84;7124;1726340;-9.8713;2.05246;0.138981084;1
85;75861;3866477;-10.0447;2.13395;0.14121151699999998;1
86;145011;2663876;-10.1423;1.9849700000000001;0.14309154699999999;1
87;44674;5995016;-9.86128;1.9628900000000002;0.143598017;1
88;53378;2165024;-10.1438;1.9919799999999999;0.14402347199999999;1
89;150182;2849786;-10.1384;2.04067;0.144251894;1
90;340706;3293339;-10.1395;2.0390200000000003;0.144854446;1
91;190118;1737501;-10.0013;1.85175;0.1482557;1
92;276771;3356691;-10.0894;1.8807599999999998;0.149032002;1
93;324029;3740891;-10.0515;2.13993;0.149106187;1
94;155651;1916294;-9.91975;1.87347;0.149832918;1
95;92717;4583855;-10.0467;2.14289;0.150327782;1
96;5318;4662894;-10.001;2.1505900000000002;0.15059332;1
97;310976;3239087;-9.85337;1.96425;0.150925211;1
98;51006;3435774;-10.1501;1.9825;0.15111671;1
99;326378;1458796;-10.1441;1.95357;0.15139536;1
100;220368;3403893;-9.87577;1.9109099999999999;0.15287289199999998;1
101;76333;1502880;-9.881219999999999;2.09685;0.153259946;1
102;53866;2482494;-10.1427;1.9421400000000002;0.153983991;1
103;219280;3134448;-10.062000000000001;1.85897;0.154056681;1
104;52955;3919521;-10.0801;2.13213;0.15451325800000001;1
105;176872;1450780;-9.86838;2.0819099999999997;0.155026038;1
106;115872;5213188;-10.0089;1.84464;0.155614715;1
107;247452;3780785;-10.067;2.14071;0.155847054;1
108;176395;1949495;-10.036;2.1518;0.156010384;1
109;245247;5102361;-10.0452;1.85012;0.156547291;1
110;226710;4632541;-9.97659;2.15611;0.157855504;1
111;267081;3017453;-10.0847;1.86654;0.158068535;1
112;68401;2729066;-9.9156;1.86417;0.159916068;1
113;114312;2670326;-9.8479;2.04942;0.15992731599999999;1
114;162962;2633612;-9.92659;1.85778;0.16004860699999998;1
115;65485;3703588;-10.1584;2.03037;0.161285142;1
116;278007;3712049;-9.9928;1.83865;0.161510565;1
117;304905;4990286;-9.85853;1.9188;0.163117139;1
118;5690;4024693;-9.900839999999999;2.12968;0.163247077;1
119;363981;3941260;-10.0715;2.14735;0.163781173;1
120;205870;2833377;-10.154;1.94258;0.164356492;1
121;328531;4970190;-9.90617;1.8650200000000001;0.164388775;1
122;98745;4232720;-9.875060000000001;2.1071400000000002;0.16458731199999999;1
123;142381;4511476;-9.86196;1.90734;0.16625557800000001;1
124;239188;5119011;-10.1439;1.91631;0.166466892;1
125;15933;3457611;-10.167;1.98948;0.16733102;1
126;238164;5033943;-10.033999999999999;1.8355;0.167976933;1
127;307590;6012196;-10.1519;1.92734;0.168383745;1
128;65538;3473369;-10.0497;1.8386;0.168878803;1
129;82114;3041394;-10.1369;2.10226;0.170876323;1
130;130256;2268341;-10.1597;2.06202;0.17132008199999998;1
131;277026;1300942;-9.871269999999999;1.8866900000000002;0.17149509899999998;1
132;209024;2977154;-9.8347;1.9540400000000002;0.171570428;1
133;335274;4214263;-9.98115;1.82928;0.171757506;1
134;133305;3422496;-9.948369999999999;2.16427;0.172192595;1
135;363500;1729544;-9.97061;1.82972;0.17279771600000002;1
136;153868;4084170;-9.863389999999999;2.10595;0.17288057899999998;1
137;348135;3203975;-10.1102;2.13353;0.17313087800000002;1
138;281889;1340739;-9.95185;2.16635;0.173178362;1
139;250498;5065774;-10.0244;2.17223;0.1739498;1
140;67630;5400682;-10.0397;1.8298;0.17476879;1
141;156795;5648592;-9.83656;2.06299;0.175158139;1
142;303341;1528204;-9.99416;2.1753;0.175397251;1
143;298984;4799589;-9.894219999999999;2.14032;0.17572453100000002;1
144;106303;3395065;-10.1653;2.06312;0.176941302;1
145;313372;1530793;-10.1255;1.8742299999999998;0.177674823;1
146;105595;2540335;-10.0533;1.8303;0.177873494;1
147;158163;3490410;-9.9339;2.1653700000000002;0.17809112;1
148;165718;5774094;-9.971789999999999;2.17605;0.17829584;1
149;214770;4149686;-10.1677;2.06105;0.17846678300000002;1
150;323403;4883368;-9.9093;2.15395;0.17868153899999997;1
151;267409;5855961;-10.1776;1.97701;0.179081825;1
152;285808;2644181;-9.98812;2.1791099999999997;0.179503556;1
153;87691;3746458;-9.896180000000001;2.14791;0.180709603;1
154;26077;5572357;-10.1719;1.9418;0.181485123;1
155;65067;4758989;-10.1803;2.0304;0.18284488;1
156;76232;2986687;-10.0955;2.15612;0.183012853;1
157;196295;3537937;-9.8244;2.05238;0.183245803;1
158;305626;3159555;-9.940489999999999;2.17388;0.183781649;1
159;323218;1815121;-10.1798;1.95487;0.185377337;1
160;104732;4693030;-9.8708;2.13305;0.185458735;1
161;236430;2675557;-10.0208;1.8144200000000001;0.186742005;1
162;303622;2722459;-10.1367;2.1274900000000003;0.186924022;1
163;13046;2792778;-10.124;2.14054;0.187423295;1
164;97953;2689503;-10.1849;1.96271;0.18862278300000002;1
165;295345;3073555;-10.1783;2.0624;0.188903812;1
166;59413;5525275;-10.177;2.0687900000000004;0.189897509;1
167;296928;2179861;-10.0181;2.19;0.190860184;1
168;363333;3907213;-9.821589999999999;1.92672;0.19287323899999997;1
169;74859;5585188;-9.82065;2.07134;0.193017663;1
170;165597;2125241;-9.80824;1.9752599999999998;0.193349335;1
171;26040;3089581;-10.1027;2.16416;0.193638311;1
172;296657;2746085;-9.83821;2.1070599999999997;0.194004762;1
173;329784;5457066;-10.1789;1.9212900000000002;0.19544941600000001;1
174;302075;4967947;-9.84163;1.88452;0.196001753;1
175;288594;4502034;-10.1734;2.0918400000000004;0.196219636;1
176;74240;2695512;-9.82258;1.9159099999999998;0.196338953;1
177;211426;5131542;-10.1886;2.05467;0.196363869;1
178;278718;4398425;-9.85268;2.1323;0.198006243;1
179;233447;4254891;-9.997010000000001;2.19849;0.198512519;1
180;123286;5449092;-10.1993;2.00623;0.19939734899999997;1
181;237920;1280462;-10.0767;1.81475;0.200500505;1
182;111724;4967396;-10.2006;1.99646;0.20063123300000002;1
183;245763;4026414;-10.2016;2.0058700000000003;0.20168544;1
184;161081;2768753;-9.85101;2.13825;0.20325127899999998;1
185;282109;1236759;-10.1973;2.0516099999999997;0.203938427;1
186;241881;1848225;-9.80418;2.05848;0.204365806;1
187;277100;1776010;-9.84795;2.13741;0.20494074899999998;1
188;3989;4790490;-9.93277;2.194;0.205318954;1
189;213122;3534374;-9.99947;1.79413;0.205870682;1
190;125139;5422262;-9.79519;2.02121;0.20590531899999998;1
191;274179;3835974;-9.97947;1.7950700000000002;0.205955786;1
192;70745;1018383;-10.1031;1.8215299999999999;0.20610956;1
193;312430;4370755;-10.1033;1.82097;0.206694535;1
194;214101;4510146;-9.83499;1.8752799999999998;0.20684143300000002;1
195;8444;5571285;-9.95653;2.20282;0.207426115;1
196;320906;2773857;-10.2016;1.94908;0.20793125399999998;1
197;189777;4187790;-10.0167;1.7922799999999999;0.208390231;1
198;34225;4663321;-9.90112;2.18474;0.20953787699999998;1
199;282758;4173453;-10.173;2.11829;0.20957462699999999;1
200;275628;1753054;-10.1865;2.09571;0.209625032;1
201;72081;4292229;-9.79481;1.9520400000000002;0.210720425;1
202;147428;5820332;-9.79142;2.03056;0.210806855;1
203;10955;2361134;-10.0112;2.2113;0.211596621;1
204;34851;3573656;-9.8194;1.8896400000000002;0.211649922;1
205;13872;4632074;-9.82289;1.8823;0.212652868;1
206;149716;5242948;-10.1851;2.10692;0.21376130699999998;1
207;142546;4600443;-10.048;2.2092099999999997;0.21464581100000002;1
208;136231;3936648;-10.113999999999999;2.1821200000000003;0.21485738199999999;1
209;310840;1712922;-10.1005;2.19065;0.215517221;1
210;205276;5650438;-9.786;2.0295;0.21602372600000003;1
211;109624;1163004;-10.2063;1.93468;0.216394067;1
212;349416;3122355;-9.92441;2.20352;0.21710421100000002;1
213;113051;5678043;-10.0648;2.20742;0.21730645699999998;1
214;56259;5656333;-10.1912;2.10482;0.218047409;1
215;293757;5347320;-9.99899;1.7813599999999998;0.218642333;1
216;238736;2083356;-10.0891;1.80003;0.218921929;1
217;133975;1463368;-10.0967;1.80302;0.219435663;1
218;352352;2105457;-10.1964;2.09809;0.219532704;1
219;14632;2936985;-10.1923;2.1061099999999997;0.219632926;1
220;352200;3393949;-9.96194;2.2167;0.220016939;1
221;202827;3581521;-9.80165;1.90313;0.220740842;1
222;299068;1069791;-9.88451;1.81175;0.22085289800000002;1
223;362472;3498362;-9.83338;2.1449700000000003;0.22085860899999998;1
224;361959;4057323;-10.124;2.18277;0.220863924;1
225;57505;3906214;-9.81962;1.8723400000000001;0.22098420800000002;1
226;122491;2052062;-10.0674;1.78899;0.221512934;1
227;156725;5567825;-10.0961;2.1996599999999997;0.221583676;1
228;284323;2877024;-10.2066;1.91882;0.221976919;1
229;2144;5165511;-9.78856;2.06785;0.22205966800000002;1
230;310174;2339492;-10.1183;2.1880900000000003;0.22219977100000002;1
231;100473;1109360;-9.79;2.07297;0.222316488;1
232;301012;1816274;-9.783999999999999;2.0556900000000002;0.223063614;1
233;64350;3847535;-9.84099;2.15683;0.22333792600000002;1
234;329839;2742631;-10.1481;1.83276;0.223389408;1
235;277457;1968567;-10.0098;1.7767700000000002;0.22344501100000003;1
236;2016;3332455;-10.1446;1.82897;0.22396522300000002;1
237;75653;1145758;-10.1758;2.1388;0.223989018;1
238;205030;2227674;-9.94444;1.78286;0.224135435;1
239;338872;1476869;-10.0095;1.7752700000000001;0.22493070699999998;1
240;284241;1599746;-9.9735;2.22434;0.225899725;1
241;293403;5181640;-10.1435;2.1749099999999997;0.226242697;1
242;306819;3789021;-10.186;2.12969;0.22674985399999997;1
243;180825;4950889;-9.95252;1.77768;0.227333528;1
244;237176;1015381;-10.2239;1.96043;0.227369732;1
245;68544;5028792;-10.2229;2.04577;0.22755066;1
246;78738;1222231;-9.773480000000001;2.02503;0.22789868600000002;1
247;19360;3618808;-9.90385;1.79331;0.22795959899999998;1
248;56660;2103480;-9.93793;2.22035;0.228925331;1
249;342519;4785592;-9.946069999999999;2.22448;0.23086731100000002;1
250;334075;5622917;-10.2085;1.9007900000000002;0.23090013899999998;1
251;236127;5840211;-9.7697;2.029;0.232118698;1
252;334869;5472926;-10.0413;2.22859;0.23229093399999998;1
253;83890;4152878;-9.79577;2.11282;0.23332004899999997;1
254;286726;4873056;-9.76812;1.97324;0.233419005;1
255;219151;1168690;-9.76688;2.01415;0.233549046;1
256;103398;3326251;-9.968739999999999;1.7681900000000002;0.23390823800000002;1
257;10984;3411906;-10.1623;1.83139;0.234031242;1
258;85908;5982820;-9.8071;2.13265;0.23410773699999998;1
259;87263;3600860;-10.1941;1.8672400000000002;0.23515957899999998;1
260;205634;1326142;-10.1826;2.1485;0.235361445;1
261;207012;5715025;-9.9742;1.76561;0.23580566600000002;1
262;318527;1768301;-9.80769;2.13795;0.23667137300000002;1
263;110789;2787062;-10.2314;1.9497799999999998;0.236786842;1
264;139907;4544416;-10.1654;2.16951;0.23683496399999998;1
265;70168;5758811;-9.89435;1.7871099999999998;0.237663785;1
266;30679;5787371;-9.88269;2.20729;0.238182242;1
267;143509;2047518;-10.13;2.20016;0.23867137600000002;1
268;114998;1709656;-10.2263;2.07681;0.238980054;1
269;308224;2857616;-10.1934;1.85959;0.238994829;1
270;26672;5623570;-9.93093;2.2288099999999997;0.23900770100000002;1
271;190986;5865766;-9.92917;2.22832;0.239054202;1
272;226023;5850127;-9.772789999999999;2.0754799999999998;0.23941932800000001;1
273;163399;1938416;-10.1733;2.16668;0.240447733;1
274;30055;3388750;-9.9161;1.77445;0.240649148;1
275;145453;4779400;-9.791839999999999;1.87543;0.242586625;1
276;126331;5450759;-9.9821;1.75803;0.242631183;1
277;179594;4264468;-10.1098;2.21656;0.24280501100000002;1
278;164263;4122517;-10.0895;2.22658;0.243615981;1
279;165359;1557620;-10.0408;1.7597900000000002;0.243650332;1
280;329431;5751313;-9.76303;1.94103;0.24419713699999998;1
281;304132;2912172;-10.0878;1.77213;0.244199871;1
282;72060;5138260;-9.91803;2.23055;0.24468833899999998;1
283;88860;1881245;-10.1298;1.79256;0.244702664;1
284;179402;3234400;-10.0073;2.2454400000000003;0.245548536;1
285;174576;3516150;-9.959010000000001;2.2444900000000003;0.24790228;1
286;187004;2216642;-9.79739;2.14311;0.248055002;1
287;137870;4067846;-10.1251;2.2145099999999998;0.24832347899999999;1
288;213417;2721227;-9.810889999999999;1.8367;0.24985892399999998;1
289;255642;5778163;-9.75018;2.0180000000000002;0.25046762699999997;1
290;294544;5401064;-9.78396;1.87257;0.250822022;1
291;111071;1136960;-10.2401;1.92692;0.25097549;1
292;351469;3348287;-10.21;2.13746;0.250988549;1
293;110981;3701466;-10.0335;2.24915;0.251392069;1
294;104234;4226816;-10.1764;1.8207799999999998;0.25146922;1
295;75058;2547544;-9.98559;2.25265;0.253060607;1
296;209853;2443719;-10.2092;2.14302;0.253415391;1
297;145351;5145071;-10.2511;2.0349;0.253513747;1
298;161172;3872117;-10.1556;2.20065;0.253912943;1
299;103228;5005076;-10.2498;1.9448599999999998;0.25581333;1
300;302941;3221819;-9.89141;1.7683400000000002;0.25584789199999997;1
301;239224;5900015;-10.1003;2.2354700000000003;0.255941812;1
302;32747;2343178;-9.93828;2.2492099999999997;0.256739133;1
303;330760;3216260;-9.96368;2.25503;0.25760326699999997;1
304;315604;2100665;-9.791730000000001;1.84782;0.25794407399999997;1
305;323357;5636425;-10.2332;2.11033;0.257982459;1
306;188576;3766859;-10.1008;2.23827;0.25871457800000003;1
307;143690;5350915;-9.78532;2.14467;0.258876247;1
308;44575;3921888;-10.0032;2.25923;0.25924975;1
309;257519;3195967;-10.1176;2.23157;0.259719897;1
310;60108;5187142;-10.0919;1.75659;0.26018078;1
311;125137;1589883;-9.7949;2.1614400000000002;0.261015102;1
312;334061;3871213;-9.8093;1.8205099999999999;0.26188384800000003;1
313;10120;4023712;-10.2538;2.0653;0.262065889;1
314;122457;1559041;-10.0948;1.75443;0.26323309999999994;1
315;202945;1708125;-10.2509;1.91945;0.263513021;1
316;342121;5452943;-10.1895;1.81663;0.263694533;1
317;59833;2431865;-10.2543;2.06977;0.263697446;1
318;231066;2370728;-10.1832;2.19001;0.263943252;1
319;89177;1086421;-10.1878;2.1856400000000002;0.264066373;1
320;278781;4480830;-9.80452;1.8213099999999998;0.264844382;1
321;209661;1133923;-9.95507;1.7384099999999998;0.265420483;1
322;214607;1544308;-10.1671;1.7937299999999998;0.26546134;1
323;125644;4737336;-9.80795;1.8164;0.265691856;1
324;95700;1687816;-10.2612;1.9497200000000001;0.265995335;1
325;209206;5523155;-9.78846;1.8382599999999998;0.266287437;1
326;327981;2695108;-9.740089999999999;1.94176;0.266355225;1
327;44988;1523406;-10.2361;2.12372;0.26655177399999996;1
328;359923;1674828;-10.0457;2.26264;0.266586308;1
329;174981;2157589;-10.1176;2.23932;0.26665300000000003;1
330;62826;4589496;-9.85719;2.2260299999999997;0.26736540000000003;1
331;2561;5877792;-9.783669999999999;1.8419;0.267944544;1
332;252536;2131754;-10.2544;2.08439;0.268031774;1
333;203224;2732505;-10.265;2.0413799999999998;0.26821130600000004;1
334;50247;1823054;-9.73179;1.98932;0.268422552;1
335;307743;4056322;-10.2549;2.08472;0.268610291;1
336;127754;1093313;-9.96292;2.2662400000000003;0.268809717;1
337;335911;5466834;-9.93943;2.26227;0.269173323;1
338;117802;1278723;-10.2687;2.02033;0.269467992;1
339;78630;2529521;-9.98132;2.26884;0.269488196;1
340;180621;4160753;-9.7773;1.8470900000000001;0.270142107;1
341;45431;3358957;-9.98845;2.26992;0.270167002;1
342;348934;3206384;-9.90134;1.74807;0.270559643;1
343;338917;4139063;-9.7887;2.169;0.270571044;1
344;67236;1806539;-10.238;1.86991;0.271233125;1
345;121763;5818240;-10.1584;2.2206099999999998;0.27158669399999996;1
346;270664;3196110;-10.1039;2.25142;0.272042692;1
347;134377;4720525;-9.7608;1.8699599999999998;0.272262817;1
348;106760;5347699;-10.2505;1.89317;0.27232866;1
349;355245;3706853;-10.2534;1.9000599999999999;0.272395968;1
350;344463;5044869;-9.749039999999999;1.89316;0.272755765;1
351;256772;4268464;-9.78037;1.83775;0.27306116399999997;1
352;115085;1301152;-10.0608;2.2663900000000003;0.273240319;1
353;360393;1006773;-10.129;2.2410099999999997;0.273362068;1
354;336812;2152035;-10.0382;2.2713200000000002;0.273995953;1
355;222204;1685985;-9.79092;1.8229;0.274005212;1
356;104137;3824489;-10.2532;1.8951900000000002;0.274035356;1
357;287077;4674732;-10.0869;2.2599;0.274043099;1
358;32880;2653937;-9.8756;1.7551900000000002;0.274603889;1
359;164099;1787942;-9.794889999999999;1.81552;0.27586769;1
360;79604;3999284;-9.92114;2.26505;0.276532823;1
361;292180;4927830;-9.72582;2.0373799999999997;0.276716347;1
362;65807;5833100;-9.7489;2.11649;0.276805221;1
363;22614;5368750;-10.2204;1.8325099999999999;0.276819544;1
364;18422;1750711;-10.2191;1.8304200000000002;0.277059897;1
365;118048;5442996;-9.72976;2.06217;0.277299056;1
366;112618;5208871;-9.73175;2.07077;0.277428289;1
367;143129;4963488;-10.2196;1.8300900000000002;0.277657285;1
368;55611;4263230;-9.743269999999999;1.8938400000000002;0.27781331600000003;1
369;263980;5271657;-10.2734;2.05018;0.277966891;1
370;69174;3975032;-10.2503;2.12253;0.27868206100000004;1
371;77758;3519380;-10.2253;2.16555;0.279583427;1
372;177885;3904417;-10.2796;2.0053;0.279650228;1
373;145944;3884873;-10.027999999999999;1.7215099999999999;0.279894052;1
374;260020;5222078;-10.1402;1.75761;0.280015985;1
375;106393;3154022;-9.95278;1.7236099999999999;0.280394651;1
376;326021;5377659;-10.2732;2.06454;0.280719881;1
377;239249;1829196;-10.2323;1.84201;0.28093438800000003;1
378;189775;4832490;-10.2664;1.9094099999999998;0.281381428;1
379;318056;2914481;-10.2804;1.9724;0.281755071;1
380;316120;5421137;-10.1273;1.74859;0.28180184199999997;1
381;21400;4634449;-10.1863;2.21207;0.282278896;1
382;108964;5527029;-10.2821;1.9847599999999999;0.282511358;1
383;235490;2974571;-9.94692;1.72219;0.282835434;1
384;173316;4639616;-9.852960000000001;1.7580099999999999;0.283160593;1
385;76092;5066736;-10.2826;2.01845;0.283201629;1
386;122753;1515364;-9.73268;2.09363;0.28324293300000003;1
387;121216;5771801;-10.279000000000002;1.95006;0.28343430199999997;1
388;253513;2493154;-9.9561;2.28024;0.283657659;1
389;280265;4990103;-10.0735;2.27398;0.28366757;1
390;75214;2798423;-10.1571;2.2370099999999997;0.284348642;1
391;98406;5728088;-10.2511;2.13495;0.285066155;1
392;212396;5077406;-9.71937;2.0556099999999997;0.286086821;1
393;24751;2321568;-9.98302;1.71311;0.287392054;1
394;333680;1673230;-10.0446;2.2846900000000003;0.288162378;1
395;351092;2194688;-9.71382;1.9588900000000002;0.289117665;1
396;64955;4481446;-10.0879;2.27566;0.289335179;1
397;325322;4107823;-9.724039999999999;2.08716;0.289397283;1
398;88615;4501023;-10.2393;2.16316;0.289630239;1
399;98359;1582730;-9.742189999999999;2.1347099999999997;0.29088276;1
400;244365;2642176;-10.1718;2.23545;0.291465165;1
401;352730;5732145;-9.80476;1.7835900000000002;0.291465171;1
402;359816;5768289;-10.1603;1.75607;0.291886853;1
403;81844;2110489;-9.94353;1.71269;0.292806928;1
404;349295;5690559;-9.93264;2.2852200000000003;0.293066235;1
405;57958;1290539;-9.73809;1.8681299999999998;0.293234624;1
406;215393;1235917;-10.0429;2.29029;0.29344282899999996;1
407;150803;1148512;-9.999039999999999;2.2949;0.29490156300000003;1
408;133543;4375328;-10.0747;2.28533;0.29494626399999996;1
409;165563;1900130;-10.274000000000001;1.8903;0.295144185;1
410;159287;5514215;-9.91275;2.2820099999999996;0.295198582;1
411;260727;4989174;-10.2952;2.0133900000000002;0.295503523;1
412;123746;3829600;-10.0729;1.71324;0.29588123899999996;1
413;57496;4511532;-10.0508;2.29183;0.296218482;1
414;11900;5587666;-10.2721;2.11832;0.296712036;1
415;86411;1325401;-10.214;1.7941200000000002;0.296955509;1
416;260402;2400371;-10.2443;1.8307099999999998;0.29722313899999997;1
417;58271;1340816;-9.925510000000001;2.28782;0.297303065;1
418;38466;5431835;-9.876380000000001;1.72937;0.297527312;1
419;259529;1440760;-10.2971;2.0200400000000003;0.297775102;1
420;7012;3052525;-10.1846;2.23369;0.29780560100000003;1
421;298454;2882390;-10.1921;1.7721;0.298061772;1
422;116120;5804023;-9.70299;2.02949;0.298470434;1
423;19276;4451628;-9.73061;1.8671200000000001;0.30037987;1
424;66388;4051790;-10.2994;2.02652;0.300572238;1
425;183825;4984127;-10.273;1.8726200000000002;0.30125514800000003;1
426;352514;2451858;-10.1332;2.2711200000000002;0.30207332600000003;1
427;343829;5314952;-10.2979;1.9497200000000001;0.30211337;1
428;259948;5829750;-9.712660000000001;2.09362;0.30220685;1
429;204999;4103132;-10.0037;2.30235;0.302372638;1
430;161962;3792392;-10.2236;1.79613;0.30258872600000003;1
431;215025;5429009;-10.0573;2.2981;0.303557079;1
432;141550;4251295;-10.1952;2.23254;0.303608122;1
433;209013;3125862;-10.2545;1.8341;0.30379772899999996;1
434;123875;1502845;-10.1526;2.26275;0.30384917699999997;1
435;132275;4353839;-10.1231;2.27799;0.304026397;1
436;18556;2276399;-9.84825;1.7364700000000002;0.304098871;1
437;228680;3075385;-10.2396;1.81118;0.30505926;1
438;157900;2484515;-10.0688;2.2986400000000002;0.306462542;1
439;249855;4319233;-10.2542;2.1713299999999998;0.30654789;1
440;218247;2887315;-9.69458;2.03392;0.307297808;1
441;349653;6005269;-10.2664;1.8467200000000001;0.307349505;1
442;17934;5700172;-9.74446;2.17157;0.30779369100000004;1
443;217699;4495000;-10.183;1.75245;0.307847369;1
444;28043;3518943;-10.2165;1.7803900000000001;0.308384179;1
445;311449;4397521;-10.3041;2.05193;0.308502082;1
446;254009;5561713;-10.0002;2.30903;0.309030065;1
447;294317;3649289;-9.728589999999999;2.14819;0.309230762;1
448;352387;5317382;-9.69181;2.02568;0.309258045;1
449;68901;5833193;-9.84259;1.73341;0.30959350199999996;1
450;271843;1757024;-10.048;2.30592;0.309662795;1
451;158476;6024581;-10.277000000000001;1.8607900000000002;0.310013587;1
452;29925;2729407;-10.2642;1.83752;0.31016349;1
453;66890;5998976;-10.1628;2.2640599999999997;0.310212062;1
454;123392;4351829;-10.284;1.87503;0.310279714;1
455;70950;5287808;-10.2043;2.23387;0.310537706;1
456;324715;5164497;-10.125;2.28472;0.310950926;1
457;292450;5739159;-10.3045;2.06379;0.31110997100000004;1
458;1374;4504985;-10.0714;1.69718;0.311123629;1
459;248908;2304222;-9.69275;1.9488;0.311486761;1
460;47777;3669353;-9.93436;2.30461;0.31160208899999997;1
