id;r1;r2;r3
116902;3986609;-9,66366;5,97007
116904;4776471;-10,8852;3,37767
116905;3019523;-13,6557;4,39638
116907;3634304;-10,334;3,01846
116910;2344011;-9,85378;4,34521
116912;3302055;-12,162;6,99463
116913;2858035;-14,9304;6,2385
116914;4372155;-12,8073;5,7363
116915;2570097;-9,00403;4,45742
116917;2586750;-14,0985;3,67237
116919;1157525;-10,6709;3,38077
116925;4798521;-11,4952;3,21292
116926;4142691;-12,9588;2,48257
116927;1010315;-14,566;4,45472
116929;1557215;-13,8406;3,30089
116930;2849040;-12,0925;5,08084
116931;2961809;-13,0632;3,61472
116933;5481754;-10,795;2,56281
116934;2310696;-12,3422;2,09027
116940;1943388;-12,0521;4,52824
116941;1117526;-12,4945;2,94688
116945;2639277;-10,0716;3,94282
116946;4447028;-13,3638;2,66644
116951;3704397;-11,5625;3,78128
116953;1729750;-8,77942;2,73692
116954;3183131;-9,9793;5,20831
116955;2796102;-13,2184;6,95859
116956;4484585;-13,9319;2,05332
116957;5936956;-12,8658;2,89112
116958;4043613;-12,914;1,74596
116959;4797892;-12,8569;2,09416
116967;5575681;-16,5938;3,32443
116970;5553675;-10,2549;1,60533
116971;2214772;-10,6086;5,83635
116972;4321496;-12,3306;4,11777
116973;1473785;-12,6123;4,87777
116974;1638516;-9,96279;5,45994
116975;5670433;-13,9873;2,69559
116976;5634422;-13,9861;3,9775
116980;4906620;-10,7007;3,82632
116981;3868964;-14,8021;2,73985
116982;4163197;-14,6553;4,86349
116983;2280228;-12,8833;2,20896
116984;2497474;-10,8641;5,65334
116986;5208944;-10,5151;3,65096
116988;4458014;-11,7347;3,43512
116992;1829883;-10,6;3,61097
116993;4180213;-11,8198;2,55929
116995;1397329;-11,9063;3,49885
116997;2066273;-11,426;6,56127
116999;1770051;-14,9238;3,51945
117000;1994412;-14,4429;4,21817
117002;2899168;-13,424;4,23237
117003;1970896;-13,0192;1,10874
117004;4538064;-13,6825;0,743255
117005;3195461;-14,5441;5,33709
117007;2985920;-14,7898;5,87769
117012;4781509;-11,1286;4,00474
117015;3391998;-14,3142;3,80427
117016;4435941;-14,0491;5,31734
117017;3212874;-12,3554;3,55987
117018;3910000;-12,3194;4,30701
117019;5184674;-14,9512;3,57612
117021;4420109;-11,754;1,04082
117022;1770911;-11,0371;3,41182
117023;4697991;-13,117;3,22793
117026;4032826;-13,9889;4,54342
117027;2216832;-10,6466;7,26041
117029;4203602;-8,40083;-0,508213
117032;3809138;-12,4175;3,96786
117033;5090551;-11,6913;4,11857
117035;2584975;-10,9789;6,23236
117036;5719969;-11,7651;2,14344
117037;1760331;-10,483;5,15279
117043;1971243;-14,0654;5,15629
117045;1998494;-13,3584;2,85343
117046;4491098;-14,3146;4,80305
117047;3598231;-13,9849;1,55368
117050;5916371;-14,2437;3,19776
117052;2525608;-12,0178;0,669305
117053;4758128;-14,5302;2,82985
117055;4222886;-11,9383;3,56067
117056;2372004;-14,0762;4,75751
117063;2879384;-12,4507;2,54728
117070;3857623;-14,6;2,7137
117071;1766804;-10,4477;7,07861
117073;4769433;-14,2975;0,847646
117075;1940701;-10,4451;3,54099
117077;2212635;-12,9459;3,48251
117079;1118297;-11,5772;2,266
117080;1778656;-13,8791;3,13482
117082;2946073;-14,8531;2,95577
117085;1801804;-11,0798;3,94823
117086;2863202;-12,7605;3,27174
117087;1252617;-11,6133;4,68152
117089;5378810;-9,88771;4,70248
117090;2364803;-13,7633;4,14576
117091;4443149;-12,3622;3,9028
117092;1986514;-11,9146;7,1457
117093;2629866;-13,2151;2,29623
117095;3749028;-9,54161;4,13256
117097;2869029;-12,185;4,11637
117098;3434278;-11,4547;1,19716
117102;3347029;-9,7525;3,27017
117103;4379412;-14,4102;2,79973
117104;2361335;-10,8276;5,04515
117109;1626738;-14,3232;2,44448
117111;3519974;-9,98598;2,37031
117113;4149220;-14,8041;1,88045
117114;4952180;-11,2301;3,58509
117115;1480898;-13,2517;5,89551
117116;1591278;-13,3881;5,7119
117117;4393044;-14,8158;4,53448
117119;5032448;-10,7849;2,68011
117120;2675852;-11,5351;3,56538
117130;1943791;-16,4842;1,12548
117132;1018919;-14,0099;1,66849
117135;5816587;-12,7272;3,48929
117139;4483381;-14,0652;5,04209
117141;4644730;-12,6965;1,78165
117143;2350556;-11,8485;3,80616
117148;3108427;-12,4568;4,97383
117153;2463362;-10,1313;4,50444
117155;3025986;-12,9732;3,78694
117160;1509456;-11,4617;4,03773
117162;2569650;-15,7882;5,81153
117164;1820234;-13,2939;4,34137
117166;5825370;-11,8445;1,75934
117169;1008243;-12,8005;3,0582
117172;4518347;-13,4589;4,37818
117174;2201561;-13,5973;4,61513
117179;1725834;-13,2718;2,75013
117181;4348120;-14,0282;3,18339
117183;4986069;-12,6086;3,50291
117184;2644400;-12,0171;5,26761
117186;5517055;-11,7459;3,17725
117187;3719362;-10,491;5,80593
117188;1108897;-11,4329;3,91715
117189;3480279;-15,1199;1,5229
117190;3285296;-14,5072;1,93659
117191;5823444;-14,3873;3,60422
117193;3746475;-11,0179;5,12088
117196;3810928;-11,2246;3,10899
117199;3545052;-12,3297;4,9737
117201;5401649;-11,3604;1,19046
117202;3753916;-11,9732;4,64379
117204;3255880;-12,2581;2,56727
117206;2675430;-12,1336;0,655413
117207;5377956;-14,7434;4,32136
117209;3603722;-14,0617;2,832
117210;5576973;-16,3739;2,46234
117211;1141205;-10,3235;3,1547
117212;3051141;-10,5198;3,87508
117213;3848429;-11,9727;4,71283
117215;1820904;-11,8102;3,821
117216;1750855;-12,8621;1,94071
117219;1319814;-13,8576;3,69454
117220;4577995;-10,1358;2,52841
117221;1650159;-14,0533;3,67141
117222;4502655;-12,3852;5,72451
117226;3551753;-14,2197;4,22413
117229;1221129;-9,48947;1,35188
117231;4827465;-11,9544;-0,137387
117234;5734866;-12,6539;4,46646
117235;1359805;-11,2633;4,18791
117239;4460078;-11,7614;4,8401
117241;3070253;-10,3694;3,75497
117242;4751340;-9,18649;2,28076
117243;4429205;-9,32267;1,67271
117245;1547560;-11,4384;2,8873
117246;3717787;-12,9975;1,14747
117248;1901177;-10,0608;4,7909
117251;2080554;-14,3331;-0,209637
117254;4418231;-12,3373;0,924907
117255;4840220;-12,8599;2,80154
117259;4924508;-12,7431;3,69779
117272;3038236;-11,1285;1,73871
117273;3233418;-12,483;2,36048
117274;4284324;-11,7091;-0,931303
117276;5164378;-11,7116;4,30691
117284;3420103;-12,4368;4,76635
117285;2069725;-12,4684;4,04864
117288;2500604;-13,583;6,09478
117289;3253012;-10,7303;3,58991
117293;3378917;-11,7184;3,09143
117297;5421007;-12,1094;3,08423
117298;1311558;-14,7139;2,43181
117300;4586189;-13,7772;3,13363
117301;5643249;-13,9685;5,43958
117303;5284377;-11,8965;2,19089
117308;5261632;-13,0355;3,12229
117311;5337877;-9,836;4,54178
117312;2739029;-10,6666;4,2377
117314;1227290;-11,6265;4,59486
117315;2722076;-14,1004;2,29786
117316;2231996;-13,0598;2,6578
117317;5652379;-14,6699;4,93341
117322;3419025;-10,5384;5,1935
117325;2030478;-10,8728;1,133
117327;4382757;-13,2921;5,96148
117328;2690590;-11,7494;4,73586
117330;3069744;-11,6272;2,41395
117332;4809779;-11,2608;4,77606
117333;1933419;-9,68806;5,05657
117336;2721650;-12,7958;5,48841
117339;1766077;-12,8759;5,88235
117344;1842236;-10,147;4,44816
117345;2488763;-13,0473;3,51444
117349;2807729;-13,3947;4,75122
117350;3817174;-11,0979;1,76552
117354;3682570;-14,4437;4,36085
117355;4019042;-13,133;4,99795
117356;3030671;-10,5176;3,20524
117358;4647078;-10,1304;4,71436
117364;1951024;-14,2053;6,47888
117371;3472213;-14,2767;3,84127
117373;4178273;-12,5296;3,94925
117374;4539149;-10,4824;2,17977
117376;2254950;-11,6031;5,66726
117380;4521624;-13,2381;4,80726
117383;4891520;-12,5261;3,85098
117385;3321722;-13,227;4,32264
117387;4140692;-12,582;2,59008
117389;5836308;-12,2402;4,3498
117391;3697922;-8,03859;3,57214
117392;4853723;-10,5793;4,56296
117394;5339138;-11,9078;4,01699
117396;1506339;-15,0851;4,34128
117399;3460414;-12,3241;4,75571
117401;1226328;-9,19862;2,07272
117403;4855648;-10,6633;5,61344
117406;4454399;-13,3583;0,881028
117408;4578142;-10,7518;3,30371
117410;4564628;-10,4958;5,02099
117411;1210006;-10,4247;2,77146
117413;3226070;-16,1322;7,18514
117416;5188457;-13,0986;4,99762
117420;4757883;-13,9507;7,29178
117421;2791990;-11,7835;3,85232
117428;4271025;-13,1326;4,679
117431;1732106;-15,2979;4,58725
117433;2148803;-14,3127;2,99543
117436;3776061;-14,4366;3,01937
117438;1772515;-15,0746;4,31772
117440;4859621;-12,3646;3,90303
117441;1371891;-13,6266;3,57881
117444;2890320;-12,8127;2,09832
117447;3752572;-14,3011;1,63885
117449;3879674;-13,9901;3,23956
117452;5691564;-12,3147;4,78527
117453;1706963;-14,5031;0,930886
117456;1435297;-14,3767;4,76976
117467;3527755;-11,8798;3,84427
117469;1063547;-12,0768;5,01739
117470;1560705;-14,0046;0,666691
117471;1775150;-13,6098;3,86377
117473;2250532;-16,4091;1,68593
117476;2634013;-13,3084;2,71452
117477;1146957;-11,2444;0,00367766
117478;5896667;-12,2109;2,18255
117479;4387217;-11,362;4,14416
117481;3087103;-12,8824;4,34437
117482;4392574;-13,8947;3,35587
117485;4143401;-11,4258;2,75539
117486;3533709;-12,8413;4,2481
117487;3532279;-11,041;3,46546
117488;2729686;-13,784;3,02071
117489;3376614;-11,1217;4,33831
117490;3673356;-9,76292;4,90729
117497;4520933;-12,0617;2,82589
117501;1132934;-10,7494;2,35445
117503;1860181;-11,2931;0,708919
117504;5419348;-12,4322;2,14315
117505;4905288;-10,9811;4,2912
117506;2135334;-13,0705;2,61046
117507;5767039;-14,3002;3,37745
117508;3948029;-11,8337;0,665522
117515;1461813;-11,0644;4,10068
117516;5511736;-12,0117;3,93468
117517;5991661;-12,6764;3,69132
117518;2782635;-12,1425;4,04242
117519;2334757;-11,9839;4,30375
117520;4924034;-11,6688;4,07266
117522;2620467;-13,3441;3,00028
117523;2971409;-12,0619;5,61621
117524;4478439;-10,3483;3,41328
117531;4903127;-11,5949;3,25667
117532;3969306;-12,2906;6,92069
117536;2821904;-12,9045;4,41485
117538;4302787;-14,9528;2,77103
117539;3883940;-12,4804;4,14788
117540;2742020;-12,7438;2,94365
117544;5734695;-11,9563;4,18959
117549;5716087;-11,7711;1,14837
117551;1784834;-13,9656;3,01001
117552;3225202;-13,9024;1,60275
117556;1436078;-13,4741;2,90341
117558;4175214;-10,8492;3,43421
117559;3504115;-12,0537;4,69486
117560;5068003;-10,6336;3,96525
117561;2102521;-12,0668;3,50801
117562;2270091;-13,9219;4,4372
117564;1329260;-13,856;5,4566
117565;1771322;-11,9642;3,74305
117567;3531584;-12,1647;4,46048
117573;5399830;-13,2443;2,80981
117575;3911634;-14,8831;7,24001
117578;4012310;-13,1184;1,98917
117581;3451106;-13,4544;3,32365
117582;3202182;-14,2684;3,03263
117583;3976598;-12,8117;3,42923
117584;4328401;-14,9468;2,92729
117588;2358371;-12,7172;1,91781
117589;1738881;-12,9289;6,07675
117593;3415422;-14,6605;3,95893
117598;5345417;-15,3767;4,56181
117600;5046596;-14,3714;3,57658
117601;2470148;-12,1063;5,66461
117602;3666749;-14,5705;5,77663
117603;3321867;-11,1663;4,28305
117607;2104681;-11,1362;4,93573
117609;5849564;-9,91293;3,13487
117612;4490859;-11,8543;3,3594
117613;3678035;-14,1032;3,21195
117617;1806080;-12,5054;4,28199
117618;2345225;-12,373;3,65781
117621;5719407;-11,7503;2,49548
117622;3672964;-13,1429;2,50928
117628;5208587;-11,8966;4,96515
117632;1067789;-14,942;4,58995
117634;5959567;-12,6811;2,68972
117635;3933591;-15,409;3,19884
117636;3574239;-13,2243;3,78979
117637;4940405;-10,1326;5,20205
117639;4467891;-12,5549;2,13553
117642;3981731;-11,0138;4,56449
117644;3326031;-11,4057;3,97528
117645;1995038;-11,1899;5,04036
117647;4459281;-11,1708;0,166364
117649;1102026;-10,7018;2,45931
117650;3343827;-14,7944;4,96438
117651;5750612;-13,6274;3,28181
117655;1842988;-12,0277;3,81346
117656;1768334;-10,9464;6,25409
117657;5342864;-11,9762;1,02298
117660;5587900;-12,4771;3,96157
117661;1247555;-13,1091;5,14695
117662;3362660;-13,853;1,01603
117665;5187612;-12,8037;6,46362
117668;5006520;-13,3727;3,61822
117669;1421372;-14,1532;3,60269
117676;1711632;-13,19;3,762
117677;4745616;-10,8257;5,33185
117678;3155648;-14,6673;3,63328
117679;2655250;-14,2467;1,45346
117681;1517004;-12,1232;3,42053
117682;4027692;-11,2767;3,76539
117684;2607416;-9,75981;3,82394
117685;3732127;-11,0118;5,07797
117687;2925430;-14,2708;4,26589
117688;4850348;-12,2183;5,82084
117689;5880065;-11,5251;2,58953
117692;4363554;-10,6526;2,12108
117694;5423377;-13,4411;4,32788
117695;5203280;-11,2117;3,51931
117696;5818119;-12,206;2,18667
117697;5345668;-14,2084;4,63734
117698;3464031;-12,7588;2,7466
117699;3171717;-12,6218;3,89869
117711;2404987;-13,4667;2,01264
117719;3473122;-14,905;3,18975
117725;3565340;-14,1254;1,9359
117730;4877506;-14,5;2,01406
117731;3576597;-14,041;4,22665
117733;2545437;-10,2931;2,44674
117738;4126608;-13,4552;4,61791
117739;5916676;-12,477;6,64254
117740;5133435;-13,0288;3,33616
117741;1591610;-11,5406;1,4212
117743;2682468;-10,9807;2,5361
117745;2480113;-11,806;5,65563
117746;1833724;-10,6261;4,04422
117754;2325174;-12,8199;3,45861
117757;4985748;-12,8665;2,46289
117758;3004197;-14,2316;2,59643
117762;2560303;-13,2055;6,42623
117765;5998913;-8,22042;3,15842
117766;2149218;-9,01693;5,85238
117770;2811489;-10,8628;4,08088
117773;2564318;-12,8264;4,92732
117774;1592031;-13,0477;2,44626
117775;2157059;-11,3953;4,56389
117776;1996504;-13,0269;3,82187
117777;3320025;-13,9457;4,49201
117778;5250224;-9,59952;5,97171
117781;1493251;-13,3551;4,58915
117783;4189594;-15,1295;3,88605
117784;1579440;-10,1895;2,51944
117785;5367790;-11,2891;3,10183
117787;1864697;-12,6165;2,30401
117788;5609637;-13,4546;2,95383
117789;3121832;-11,8008;3,71823
117791;5054939;-13,7678;6,02496
117792;2562675;-10,6484;2,49747
117793;4894865;-11,4327;5,3622
117796;1908020;-11,6857;3,50351
117798;3022867;-11,8787;2,96254
117799;3262689;-12,9238;5,2728
117802;1278723;-10,2687;2,02033
117803;5586340;-15,6873;3,02797
117808;1633685;-9,30455;1,41089
117809;3784234;-7,85495;2,94489
117810;4874231;-11,5938;3,43643
117812;2722013;-12,8976;4,14317
117816;2086312;-10,6344;4,13141
117817;2137947;-8,77349;3,32567
117818;3789422;-12,7741;4,52061
117822;1810424;-11,0974;3,57392
117825;2431031;-10,9149;2,50263
117830;1191341;-9,75839;1,42273
117831;1707505;-10,1702;1,3302
117833;2259163;-13,302;5,13724
117834;4998058;-12,2974;6,70844
117839;1182847;-10,4002;2,99592
117840;1816010;-14,0361;0,207373
117845;2234871;-14,6739;6,72875
117847;1096931;-12,1311;4,15299
117850;3202306;-9,9501;6,09733
117851;5622650;-10,3005;3,89949
117854;5191503;-11,3851;4,53525
117855;1576731;-12,9834;5,69983
117856;2186100;-10,9274;3,56918
117857;2651557;-12,1445;5,71074
117859;4501227;-12,9842;3,00746
117864;5540930;-13,9833;4,2552
117867;3777831;-12,6253;3,31989
117869;1520097;-11,8178;3,04966
117871;3492104;-12,3606;3,62718
117874;3356543;-12,824;0,793123
117880;3845858;-11,2897;4,08871
117884;3940846;-11,443;4,50463
117885;2171803;-13,7693;3,811
117887;4745706;-7,71484;3,84587
117889;2740194;-14,2059;4,2584
117890;5686853;-13,7406;6,02005
117891;2728893;-12,9876;3,4137
117894;2002098;-11,8699;4,68494
117896;3383153;-11,6452;5,71141
117906;5783274;-12,4847;4,4004
117910;2699501;-14,8507;3,13257
117911;5655437;-12,7085;3,49566
117912;4936164;-10,6948;4,05569
117917;1561976;-13,9033;1,43939
117920;2137443;-11,4934;5,31791
117926;1687946;-11,1722;4,08986
117934;1438076;-12,2722;3,36324
117936;4178411;-12,3659;4,05433
117939;1173287;-10,7743;1,00797
117940;3231732;-13,0121;2,35993
117943;5975295;-13,1788;3,28506
117946;2256860;-15,6977;4,5859
117947;5473150;-11,6797;2,36237
117948;1572355;-12,7384;4,78365
117951;4919642;-10,0634;4,48127
117959;5352417;-12,5323;3,78349
117960;3075832;-11,2232;2,19915
117963;1042452;-11,5478;2,91042
117964;4352315;-11,0793;5,35987
117966;4277055;-10,7032;4,75613
117967;1327985;-12,5208;6,45734
117968;2611656;-14,1381;7,77596
117970;3056925;-12,5445;2,91355
117972;5125516;-12,193;4,75626
117974;3017149;-14,2339;3,04604
117975;5783003;-11,0938;4,16917
117976;2981214;-10,4355;3,47839
117977;2181776;-11,9804;4,74185
117979;2361729;-14,1279;0,52571
117981;5638178;-11,7222;2,56294
117984;4449598;-10,4472;2,67883
117985;3827213;-9,16812;1,17612
117986;1285779;-9,43965;2,4588
117987;5210118;-12,1817;5,05359
117989;5529015;-12,7611;1,40541
117991;5141744;-7,76774;5,40405
117993;4868920;-10,2257;3,63719
117998;2836704;-13,5475;4,44997
118002;1011724;-14,602;6,13796
118004;1833676;-11,0812;5,10262
118005;5750637;-9,50424;5,45885
118008;2964098;-11,4854;2,53354
118012;1057680;-11,934;6,14688
118013;4534831;-13,2475;3,63667
118014;1721221;-13,0215;4,99406
118015;1239330;-13,4437;3,77682
118016;5151225;-12,5443;4,56556
118018;1347546;-9,68984;1,38915
118023;3135975;-12,8929;3,09455
118026;6000172;-15,4208;3,88883
118027;2524665;-13,5714;3,51685
118029;2268055;-13,8098;3,90925
118030;3218752;-12,0727;7,49407
118035;2811765;-13,3716;3,47673
118036;1758499;-14,6215;4,74132
118037;4359827;-10,4743;3,73774
118038;1630620;-11,8971;4,96891
118040;3449209;-11,6046;6,10259
118044;5831990;-12,1552;6,21831
118045;5708506;-10,2495;1,72431
118048;5442996;-9,72976;2,06217
118051;4689500;-13,6754;4,94925
118052;4705352;-12,4434;4,44932
118053;1758110;-11,1653;1,14542
118055;1199058;-12,5523;5,72552
118056;3491888;-13,2991;2,45553
118060;3515810;-12,306;2,53348
118064;5483648;-11,5541;4,19496
118067;3621974;-9,82767;2,64883
118068;3030016;-16,6917;3,76999
118071;3125419;-11,6158;5,43366
118072;5835539;-16,4946;2,59216
118073;1667754;-9,43555;3,66663
118078;5761286;-11,8206;6,55192
118081;4763224;-10,9711;0,610839
118084;2925010;-14,4437;7,49015
118085;5591205;-14,0982;4,13885
118088;2704967;-12,1129;2,46296
118089;3821970;-10,4787;4,85831
118095;3717457;-10,272;4,60141
118096;1702455;-12,3121;4,0742
118103;5255907;-14,1663;4,58028
118104;5754835;-15,5467;2,31178
118107;3453603;-11,5543;4,33705
118111;4409549;-13,576;2,03657
118114;4375334;-10,4285;2,15238
118120;2066346;-12,0755;3,43109
118125;4898948;-12,0292;5,74122
118126;3321585;-11,223;2,24407
118128;4283440;-10,9862;3,49566
118131;3374849;-14,2438;3,90066
118134;1327276;-11,1558;2,87173
118138;4414730;-12,3336;1,52307
118141;4978261;-12,9731;5,67897
118146;2681593;-15,0206;2,35605
118149;4037743;-9,76809;3,06351
118151;5142284;-11,7403;5,38854
118153;5908373;-13,1864;1,29859
118156;4693282;-8,48662;2,57416
118159;2110808;-11,3664;4,17258
118168;3398208;-13,4687;3,36268
118169;2983378;-10,6885;3,4007
118172;4155988;-10,8179;2,73478
118175;4524064;-11,418;4,71775
118177;1322079;-10,162;5,14039
118178;2288413;-13,8736;5,03867
118179;3828659;-8,16199;4,84824
118180;5591033;-11,6494;1,61776
118181;1589131;-12,4308;4,2591
118182;4881557;-12,3963;3,966
118184;3664945;-12,7952;4,21176
118185;1141657;-10,5258;4,90502
118187;2012785;-16,5661;4,16218
118189;1370179;-9,77398;0,539982
118191;1522169;-12,7915;2,81359
118193;1399691;-14,597;4,23293
118194;4258362;-12,8365;3,21844
118195;3537001;-12,0419;5,5268
118196;3293405;-7,29716;5,7299
118197;1247176;-12,0008;2,7121
118203;1483544;-11,4288;5,33916
118204;2583579;-13,3299;1,96919
118207;1163335;-13,0151;1,47016
118208;4060395;-11,6453;3,97829
118212;5113996;-12,9754;5,45504
118219;2258931;-7,17624;1,74769
118227;4685876;-11,5643;7,17052
118228;5394226;-10,1681;6,0844
118236;3042909;-13,7367;3,66389
118237;4097296;-12,4093;3,05439
118248;1053312;-11,9708;1,14415
118250;5905370;-12,5033;5,66219
118252;3812341;-11,6659;4,56359
118254;1720528;-11,5333;6,90649
118256;3358195;-13,7638;4,36592
118261;2017143;-8,85789;2,48908
118272;3340294;-15,1284;3,62336
118278;2641789;-12,5099;2,88186
118279;1954605;-13,657;3,54465
118281;2678809;-12,7002;3,79058
118282;1993092;-11,8486;6,10497
118284;4193115;-11,747;5,42818
118285;2575144;-11,4419;3,4991
118290;5088685;-13,5038;5,16172
118292;4719036;-10,9419;3,12849
118300;2574300;-12,8283;5,78492
118301;2680525;-12,8713;4,74205
118302;2396685;-13,2877;3,11061
118303;3229941;-13,0529;2,27012
118307;6015074;-13,1573;3,72175
118308;1334580;-14,5192;4,95609
118309;2204170;-10,4529;2,5585
118313;4248074;-12,4471;2,86847
118317;3923631;-10,9343;2,92105
118321;3691695;-10,3358;4,52847
118325;4973215;-12,5765;4,99781
118326;2107821;-14,4209;3,93536
118327;5662173;-8,91516;2,67198
118330;5713679;-9,36003;3,39462
118332;5229519;-12,7461;2,20429
118333;2357580;-10,1678;2,97413
118337;4151580;-13,2222;4,52175
118341;2643819;-12,1799;7,42091
118342;2574513;-10,0325;5,13371
118344;5925355;-12,9802;2,92406
118349;4150476;-16,021;-0,531267
118351;5351439;-11,989;4,2379
118352;5736857;-16,6209;4,80651
118353;4772846;-12,413;3,22858
118354;3362780;-14,0071;2,85318
118358;5076215;-13,9625;4,98928
118361;2443087;-11,1223;5,17062
118362;4666938;-12,4983;4,37311
118364;1431779;-12,0491;4,55197
118365;5654207;-12,8105;3,7705
118366;2485441;-14,2079;3,1069
118367;3350338;-14,1485;3,09214
118368;1950009;-10,6445;5,94167
118372;3724761;-10,1649;3,89058
118375;4263993;-9,92176;2,46407
118383;3596249;-12,0818;4,4559
118388;1220675;-12,4397;5,24166
118389;4398474;-11,0343;4,96059
118391;4647129;-14,589;3,90854
118395;5028355;-10,0765;2,37311
118396;2989882;-15,0527;3,81322
118398;2243532;-10,1057;1,13681
118405;5266917;-11,6327;2,35862
118406;4118179;-14,0019;4,90209
118408;5161588;-14,0524;2,37707
118410;5525667;-11,0416;3,03027
118417;5935407;-12,2245;1,70272
118421;3244594;-13,8814;0,870035
118425;1044358;-13,1584;2,43963
118426;4606039;-12,1453;3,99299
118431;1952981;-14,1329;2,30975
118433;3214315;-11,5943;8,05702
118435;2549266;-9,27474;5,11338
118437;5311157;-11,767;6,22747
118438;3820861;-10,5062;4,03994
118439;2531912;-12,3388;1,07794
118442;1593703;-12,8728;1,82103
118444;2605666;-11,7515;5,40818
118446;3844982;-11,9174;4,188
118452;5161711;-10,0466;3,25159
118453;2955425;-11,5927;2,49415
118456;1739871;-12,2188;4,19762
118457;3240354;-9,13835;4,94518
118458;2186221;-13,4132;4,79968
118459;4689895;-12,843;4,26605
118460;5047181;-13,9418;4,68257
118464;1586154;-12,8374;4,93752
118469;5447460;-15,6351;2,01593
118471;3363879;-11,1857;4,53957
118473;4686516;-14,3759;2,75102
118476;2941959;-10,8724;2,36214
118479;4727528;-12,8843;2,48873
118480;4647971;-11,5116;3,35795
118481;2071360;-13,1741;5,38764
118482;1319456;-10,0891;3,05826
118484;5391161;-12,9466;3,44164
118485;5411183;-11,4831;5,69657
118487;3755092;-13,6114;4,45443
118493;2800317;-12,4989;1,47057
118494;2541877;-13,3804;3,13856
118499;3504755;-11,3878;2,00766
118500;1071444;-10,5348;4,35309
118504;3497324;-12,4786;5,50427
118507;1990277;-13,7926;4,41713
118508;2027517;-12,08;5,9989
118509;4661046;-13,4658;3,20769
118511;5430931;-9,32366;5,05891
118512;5783661;-11,6819;3,45117
118513;1804398;-14,9147;3,06292
118514;4055812;-11,7414;4,79111
118517;3493830;-11,6322;4,9453
118518;1423463;-13,4225;0,934007
118519;2116321;-10,8673;0,314226
118520;4046576;-13,1302;3,37871
118522;2582266;-12,4708;6,38459
118523;2092217;-10,8612;5,17175
118524;3512767;-14,5132;3,94859
118526;5582565;-12,399;6,11911
118529;3341004;-11,5447;4,07373
118531;3182033;-14,3776;3,89208
118533;2223140;-11,8406;3,68749
118539;4905795;-12,9229;5,36005
118541;1932078;-12,473;3,79673
118542;5744254;-10,9617;0,921511
118543;2477837;-10,4392;6,24206
118545;3803237;-13,6979;5,86758
118547;2128221;-10,5347;3,34632
118550;3994988;-11,7291;0,825036
118551;2433739;-10,818;1,65655
118558;4364170;-14,6113;3,49315
118559;1333045;-11,2948;1,90461
118561;3265655;-13,3611;5,18526
118562;5018395;-15,0923;6,15896
118563;3420434;-13,6538;5,26987
118565;1594583;-10,8671;3,82283
118566;4710112;-12,5112;3,05
118569;5336661;-13,7734;5,00319
118572;2566904;-14,5045;3,59204
118573;1906616;-12,8527;0,96021
118577;5908219;-10,7953;2,87419
118579;4547942;-11,3791;0,741912
118581;3295987;-10,8296;3,30839
118582;5545779;-14,5667;4,60055
118583;5268178;-13,5116;3,62472
118584;2310618;-11,5869;2,66328
118586;1024663;-11,7788;3,75373
118596;2523832;-11,5607;6,12071
118598;2365949;-8,65757;2,1534
118600;5069614;-12,3336;4,56712
118604;3223137;-12,3401;3,57702
118605;1800827;-11,3696;4,009
118606;4153346;-12,4317;5,17492
118610;1450379;-12,3311;5,49909
118611;4054233;-14,3259;3,96232
118615;1620556;-10,8246;5,23796
118618;2342026;-11,1909;4,1363
118619;5850394;-13,0927;5,4074
118625;4928585;-12,6271;5,2369
118628;2882847;-11,7381;5,25805
118629;1702704;-12,5474;5,64838
118631;5597454;-12,0311;3,71135
118633;1216905;-12,8407;4,338
118636;1944005;-12,1648;4,38719
118638;2210446;-13,1431;4,28645
118639;4743876;-10,6365;1,65848
118640;5269957;-11,0374;2,6958
118641;5013387;-13,8813;3,93709
118642;2831568;-12,21;2,27354
118645;2057654;-12,2474;5,29482
118648;5310660;-15,8869;1,59448
118650;5684047;-11,1183;5,47507
118651;4456901;-11,5966;1,86516
118654;5807645;-12,0648;3,75144
118656;2987983;-12,0635;2,53383
118658;2618363;-9,5878;5,53524
118662;2244506;-12,7216;4,39793
118665;3647672;-16,7153;4,37486
118666;3483049;-10,9642;2,12817
118671;2938150;-10,2608;3,93595
118673;5956147;-14,2187;6,26946
118675;2517866;-13,4398;6,57116
118678;2341938;-11,6681;3,499
118681;1514854;-13,9946;2,54058
118687;2496078;-14,736;5,74885
118689;5360622;-13,325;4,7957
118691;2275435;-14,8773;2,77888
118692;3687132;-13,2073;1,92847
118696;1659485;-10,765;3,82876
118697;3743203;-11,8176;5,39807
118698;4838715;-8,75659;4,08329
118701;5826203;-11,7256;1,92251
118702;4984547;-12,7901;1,10686
118709;2632734;-11,4956;3,23408
118710;5711621;-10,473;2,90534
118716;5210028;-12,0836;4,84803
118718;1699205;-12,6954;1,57655
118719;3669430;-11,1582;4,9871
118721;2269522;-10,4174;4,01222
118723;2807079;-13,1955;2,45148
118724;4512048;-12,0771;4,1275
118725;1238253;-14,8179;4,28263
118729;1021031;-15,2902;4,19277
118734;4450738;-14,4996;6,81784
118737;2259475;-14,2501;2,02256
118738;5135774;-11,8718;3,50474
118742;5418339;-14,6055;1,79614
118743;1004866;-12,4339;1,61462
