id;r1;r2;r3
124932;4123758;-14.4064;3.97886
124934;3749905;-11.1425;2.8532900000000003
124935;5030290;-9.8184;1.85765
124936;2070154;-13.9238;4.77405
124954;1246054;-9.135689999999999;3.7446599999999997
124958;1276125;-10.565;2.9123
124959;2407800;-13.4557;5.1329
124962;5935698;-13.7326;4.07947
124966;1889920;-14.2344;5.925730000000001
124972;3510079;-9.450560000000001;3.02332
124973;1242962;-10.0576;3.1669400000000003
124980;5729672;-14.3315;3.9945199999999996
124981;5516303;-13.8518;5.80014
124988;1680096;-13.5305;4.68157
124991;2138509;-14.7686;4.1250800000000005
125006;5578416;-9.3192;3.9513800000000003
125012;5860502;-13.8394;5.2489
125013;4387951;-15.7102;4.08979
125015;5487129;-9.710939999999999;0.177197
125016;2800361;-15.354000000000001;3.7990800000000005
125021;2962587;-14.0311;5.90956
125024;2613339;-13.9263;4.39841
125028;3582409;-13.4595;4.90559
125031;5579455;-9.214780000000001;2.18096
125048;5138003;-16.641;3.42993
125050;3650245;-13.3873;4.535830000000001
125053;4991576;-14.7816;3.8112699999999995
125061;5695865;-10.960999999999999;2.6755299999999997
125063;2841544;-15.7898;4.14712
125068;2487946;-13.5636;4.62153
125069;4701540;-14.1769;4.84241
125070;2681148;-11.0065;3.3829
125073;2537709;-13.5742;4.77241
125076;1624832;-14.9205;3.7732300000000003
125081;4043320;-13.344000000000001;4.37095
125087;2620445;-14.9909;6.81923
125089;2199140;-14.4367;6.744860000000001
125091;1009225;-15.3191;4.844119999999999
125095;5146972;-14.1291;4.39409
125096;4979199;-13.6546;3.9725
125100;4956265;-9.95412;3.5024
125102;4025494;-10.4988;1.83707
125110;3974941;-10.8481;3.42792
125115;5895498;-13.9079;3.9567900000000003
125119;4366690;-10.6091;3.4216900000000003
125120;2035087;-15.1387;3.78484
125123;5444822;-16.6611;4.09247
125125;3658480;-14.3337;4.4566
125134;5565292;-14.4652;4.54185
125137;1589883;-9.7949;2.1614400000000002
125139;5422262;-9.79519;2.02121
125141;4366234;-15.0541;3.8519
125143;4108537;-13.8047;4.00799
125147;1310070;-14.3697;4.15762
125150;4183502;-10.5472;3.15002
125153;1435069;-13.6362;4.37442
125154;1003598;-13.4296;4.250859999999999
125157;1279689;-14.0548;4.40298
125167;2843193;-13.7758;3.8528599999999997
125173;5542286;-8.561169999999999;2.68133
125178;2447009;-14.5656;4.43307
125181;4305767;-10.4782;2.85577
125184;5549646;-10.6235;3.2803699999999996
125192;4035116;-10.9946;2.38268
125198;4130700;-14.2972;6.3213099999999995
125199;4425950;-14.2729;3.81489
125200;4905389;-11.1603;2.7240900000000003
125216;4739109;-9.25361;3.6168199999999997
125220;4132455;-8.99475;2.3593599999999997
125223;1615946;-9.25944;1.82812
125224;3303215;-10.5113;2.6301200000000002
125227;3965749;-14.6631;4.942130000000001
125228;4914548;-15.4257;5.58852
125239;3700834;-13.7595;4.9549199999999995
125248;2607828;-13.7316;4.99898
125250;2909767;-8.15035;2.62243
125262;2904917;-10.564;1.38642
125264;4399930;-9.508410000000001;3.23285
125268;4211458;-10.3415;2.33587
125270;1104371;-14.3407;4.2418
125276;3178380;-6.59617;2.92539
125279;5433007;-11.1764;2.88423
125285;5414274;-16.9388;5.64751
125286;3124383;-13.9697;5.00058
125288;3580112;-9.78308;2.48663
125289;1182917;-14.2174;4.05089
125291;2940010;-15.7916;7.4619800000000005
125297;1777815;-8.47747;3.90864
125304;5524774;-14.2219;6.19191
125307;4051899;-10.6393;3.1001
125312;3143976;-10.1921;1.03951
125313;5354103;-9.12871;3.0194099999999997
125316;2821711;-15.9595;4.39229
125317;4588268;-14.508;6.04054
125319;5411389;-10.3814;3.06903
125320;5622145;-9.14172;3.8081199999999997
125323;1442039;-15.4243;4.2013300000000005
125326;3797956;-7.9034;-0.314772
125331;3928734;-14.3673;6.14369
125332;4224018;-10.1581;3.6384
125333;1650722;-9.4085;1.03641
125336;4232684;-14.4881;4.262169999999999
125338;4209685;-10.7894;2.77677
125347;3373470;-9.994069999999999;3.1534400000000002
125348;1992672;-15.6721;4.1408
125349;2737144;-14.2638;5.911169999999999
125352;5151908;-14.7836;5.50746
125354;1601982;-9.87849;3.02314
125356;1429051;-14.7226;3.97804
125361;5804650;-14.1845;4.07075
125366;2707429;-10.1886;0.642246
125373;3290644;-17.8772;5.87144
125374;1205848;-15.181;4.95833
125375;3426970;-15.8459;3.4905699999999995
125378;3541309;-14.7689;7.179410000000001
125383;5525083;-10.6258;2.59481
125387;5820686;-15.7528;5.46845
125389;1474331;-9.78081;2.64493
125390;1387508;-10.5077;2.5815
125404;1559005;-13.2966;4.67478
125406;2819581;-10.5917;3.14613
125412;5106882;-14.1647;4.13623
125413;5090408;-10.6814;3.08843
125419;1975468;-14.9776;3.90501
125420;1529486;-10.8819;3.0634200000000003
125421;2122354;-14.6569;4.575019999999999
125422;5632136;-16.552;3.9397
125424;1255196;-6.621910000000001;2.72962
125425;6015496;-15.3378;4.20539
125438;4275474;-14.7918;5.18305
125447;1087442;-10.4956;1.69695
125451;1816813;-14.3067;4.78851
125458;4205449;-10.3505;1.20369
125461;1239789;-10.6367;2.7947599999999997
125463;3896279;-7.77424;0.13684000000000002
125465;2084923;-10.2024;3.5540599999999998
125472;4952820;-13.3824;4.26882
125479;4842061;-10.5271;3.10643
125481;2551132;-14.7458;5.8678300000000005
125486;1494048;-14.0265;4.51845
125488;3866826;-13.7225;4.0951900000000006
125489;1575831;-8.40775;3.6934699999999996
125491;3288463;-8.48859;2.885
125499;2843665;-14.0991;4.459569999999999
125500;2547311;-10.4348;1.7370400000000001
125502;4477843;-10.7177;2.94686
125503;5550717;-10.9425;2.98591
125504;4520832;-14.1645;4.49138
125505;4727698;-10.6155;2.6146700000000003
125507;5114679;-9.31595;0.73583
125511;5568319;-9.78534;3.65645
125514;1168089;-14.2333;5.82186
125532;2471727;-15.33;6.08286
125536;3561463;-14.7899;3.6602099999999997
125550;5681137;-10.6043;2.60644
125551;3183998;-9.77933;0.758541
125559;5905523;-15.7776;5.08629
125560;2344916;-13.708;4.48526
125561;4316626;-14.6543;4.0103599999999995
125565;3063799;-10.8231;3.38858
125574;2184014;-14.2689;4.86528
125581;5199082;-13.7114;4.58025
125587;1956354;-14.0862;4.8983
125598;1187635;-13.8861;3.8908300000000002
125601;2785133;-14.0433;3.9776599999999998
125603;4735056;-13.5435;4.24507
125606;5955634;-10.9237;3.49937
125611;5330960;-15.1242;6.44829
125612;3603852;-10.2553;2.68266
125615;2560556;-14.4544;4.4829
125621;3123725;-13.8058;4.60786
125623;2323382;-9.68068;1.81562
125628;3868860;-13.7345;5.18636
125630;1419858;-9.76331;2.71275
125634;1704806;-15.7946;3.64534
125637;4735598;-9.60765;2.8315900000000003
125642;2366353;-14.3614;5.69613
125644;4737336;-9.80795;1.8164
125649;5259188;-14.7684;4.52825
125656;3640966;-14.4322;4.264069999999999
125659;2958657;-14.0422;3.9352
125665;3505518;-8.88255;2.67703
125667;5065931;-10.192;3.3393900000000003
125673;5939846;-10.7456;3.30082
125678;2177748;-10.8352;2.90757
125680;1451700;-14.422;4.41054
125681;1893760;-8.52241;2.22738
125684;1143294;-14.9129;6.24311
125688;4708945;-13.6875;4.6341
125692;2613405;-14.815;3.9094800000000003
125694;1021381;-10.1321;3.16785
125697;3373201;-11.129000000000001;3.04778
125700;4377248;-10.4369;2.1524400000000004
125703;5821911;-8.839739999999999;2.08915
125716;3031018;-14.0807;4.9640699999999995
125717;2109605;-14.5303;4.070530000000001
125724;4381565;-8.58376;2.1343799999999997
125726;3759562;-15.7858;5.728619999999999
125732;5367120;-13.7961;4.03222
125733;3296161;-10.3056;2.15472
125744;3266093;-10.1361;3.36259
125753;3228229;-9.92496;2.22758
125756;1210237;-13.6812;4.43312
125760;4332764;-14.4212;4.70498
125761;1508347;-8.66335;3.58587
125762;5888168;-9.26833;3.16436
125765;3314724;-10.1997;3.54167
125766;4195309;-14.7631;5.4768
125769;3641858;-14.0336;3.91486
125772;3806120;-14.0972;5.87129
125777;4702589;-9.97128;3.07396
125778;4703459;-10.1561;2.9121599999999996
125780;5530907;-10.6514;3.09903
125788;1834673;-15.8427;5.09865
125790;6013662;-13.7655;4.25678
125792;1607408;-9.95161;2.79868
125794;2309301;-17.0875;6.9562800000000005
125796;3592172;-14.3521;4.763719999999999
125801;5668263;-10.9647;3.19734
125805;4950054;-14.9329;5.85829
125811;3752167;-11.210999999999999;2.9507
125812;3184259;-13.9711;5.9632
125821;3029712;-13.7694;5.5213
125824;4053246;-9.26435;3.8385199999999995
125825;5564816;-13.5372;4.15881
125826;5325278;-10.8075;2.45129
125830;5130390;-14.3862;4.77612
125831;4262537;-13.4741;4.84697
125833;4212965;-13.5029;4.34809
125835;5128032;-13.5922;3.95875
125839;5316183;-14.3993;3.7755900000000002
125845;2731534;-13.5229;4.78354
125847;1874109;-13.9118;4.86955
125855;3971053;-13.3729;4.43953
125856;4975550;-13.4959;4.6875800000000005
125858;3062534;-16.5573;3.5880199999999998
125861;4348341;-14.437999999999999;5.1546199999999995
125867;5831868;-10.3969;2.6170299999999997
125869;4052589;-10.2357;3.3304400000000003
125887;4513507;-13.8418;3.8886300000000005
125888;4471871;-14.2416;5.35136
125889;2898630;-13.7401;3.83205
125894;3596456;-7.97795;2.4344
125895;1038506;-7.8009;3.98872
125906;4963986;-13.2868;4.6321699999999995
125913;1523465;-14.1259;4.61512
125919;2956098;-14.3206;5.28463
125928;1976236;-9.771510000000001;2.6326400000000003
125932;1724371;-10.2396;2.15528
125933;2106632;-9.57158;3.61465
125937;4712677;-10.2552;2.56423
125938;5792204;-16.1636;4.28481
125941;1386647;-13.8865;4.14422
125942;3075595;-13.4917;4.25654
125943;2927018;-14.7266;6.708939999999999
125944;4439268;-14.919;3.6707300000000003
125947;4646989;-14.5406;6.28918
125949;2073581;-14.3176;4.21327
125950;3421605;-8.85425;2.99112
125957;2875031;-13.6213;4.28095
125959;3293127;-10.2863;3.21952
125963;2935080;-14.6522;4.27188
125969;4784185;-7.1851899999999995;2.27517
125972;4213463;-10.9586;3.3547
125975;1666064;-8.86456;2.65027
125978;5175364;-10.5167;2.81067
125979;5441805;-14.1415;5.21978
125981;5093060;-8.05589;2.9973400000000003
125987;1827256;-9.91554;2.48622
125996;3899045;-14.5093;5.45958
125998;4186336;-14.91;7.69975
126008;5878573;-15.1165;4.58038
126014;1730759;-13.5875;3.8644800000000004
126018;3082019;-14.4833;5.07696
126019;4995304;-9.855939999999999;2.95915
126023;5924871;-13.4006;4.93821
126030;1477317;-11.1135;2.45019
126037;3585205;-9.06702;2.74925
126040;5359890;-13.3063;4.6647
126042;5545345;-16.8235;4.50376
126043;1186300;-14.5173;6.05817
126047;1181964;-10.7952;2.60862
126055;3764300;-9.63767;-0.242769
126059;1952708;-10.9483;3.37733
126063;3155937;-14.4576;5.00522
126064;1169877;-10.5786;2.48358
126067;1354045;-14.0384;4.2605
126069;1930023;-15.6696;5.91099
126077;5328496;-10.7776;1.8948
126081;1826651;-14.208;4.24523
126082;1825859;-11.142999999999999;2.71066
126085;2146648;-10.965;3.19653
126097;5599961;-16.8557;3.8787199999999995
126099;3370192;-13.6929;4.56923
126106;4922170;-10.9333;2.69402
126115;2243014;-13.7043;4.24116
126119;2395029;-14.4316;4.55309
126123;4526879;-13.9796;4.358969999999999
126124;5929007;-10.6729;2.4664900000000003
126125;4772930;-14.7744;5.692
126126;2528092;-11.1716;2.97915
126133;1683419;-10.9447;2.74531
126134;3444461;-13.9777;4.633319999999999
126136;3538322;-10.4756;2.8883799999999997
126137;4788746;-15.2922;4.44698
126140;4461488;-11.18;2.68427
126145;1976609;-7.49407;4.088830000000001
126147;2925719;-10.9093;2.9712400000000003
126148;2904608;-13.6627;5.3369800000000005
126151;3404455;-9.300410000000001;0.950586
126157;4013058;-10.2727;3.35645
126161;1190601;-9.73445;3.00628
126166;2439220;-9.7285;3.23812
126176;3832715;-14.4146;6.08157
126177;3264800;-14.9139;4.29599
126180;5697540;-10.9152;3.2436599999999998
126181;4818228;-14.0525;4.707409999999999
126182;1327321;-10.4917;3.33976
126186;5803048;-14.6857;5.310630000000001
126187;3226303;-13.4464;4.4850900000000005
126188;1299078;-16.0361;4.64913
126189;3291304;-15.434000000000001;6.05197
126190;3397280;-15.6911;5.4743900000000005
126192;1758657;-9.17143;1.42993
126195;3860375;-9.19267;0.8220770000000001
126197;5164251;-13.7823;4.2798
126199;3823143;-9.34304;1.74932
126200;5159234;-10.8317;2.73639
126212;3532673;-14.3694;4.02168
126219;1035527;-10.1931;3.5383400000000003
126223;2405829;-13.728;4.87205
126226;4198345;-14.1139;4.34673
126237;3521824;-13.5229;5.03279
126240;2294336;-13.6207;4.334219999999999
126244;3139842;-13.7537;4.8003
126245;5302685;-13.9884;3.82921
126258;4938775;-10.965;2.9058599999999997
126263;3940011;-15.6324;4.66221
126273;2334239;-9.07535;3.7703900000000004
126274;2318774;-9.460139999999999;2.21651
126275;2784890;-10.2867;3.24985
126278;4348523;-13.9046;4.36948
126299;4677264;-13.7575;4.03143
126303;5238001;-10.0553;2.79217
126313;2227022;-10.4344;1.53273
126317;3565287;-13.8812;3.9235300000000004
126324;5903877;-10.5535;2.86207
126326;2561558;-11.1348;2.76097
126328;1636600;-14.8576;4.115819999999999
126331;5450759;-9.9821;1.75803
126334;4273516;-9.39757;3.07737
126336;5391785;-13.7557;4.59145
126338;5055466;-10.6948;2.21097
126344;1089136;-10.5161;3.28694
126346;5914793;-9.70983;2.8717900000000003
126348;1712895;-15.8142;5.33531
126353;3319873;-9.74163;3.44538
126358;2770497;-10.8689;3.47675
126366;4651075;-10.429;2.54967
126376;2561794;-13.9282;5.32536
126385;1973877;-14.0634;4.23597
126394;2856329;-10.4644;2.73442
126397;5042883;-14.3753;5.826969999999999
126406;4592419;-9.61128;1.27311
126410;1750654;-13.3506;4.56875
126419;3038421;-15.6481;4.315
126424;2547981;-10.11;2.14898
126425;4255667;-14.8396;4.41098
126427;2943622;-15.1009;4.096480000000001
126431;4836053;-15.7595;6.43585
126434;4574004;-15.5583;3.69141
126436;2205838;-10.4676;2.1891
126439;3434550;-15.0115;4.02128
126441;3819926;-9.196069999999999;3.9071300000000004
126444;5712471;-13.4343;4.22445
126448;3848760;-13.9715;5.00515
126449;5122984;-10.4104;3.11117
126451;5996993;-10.2179;3.66824
126453;5327831;-11.0441;2.53111
126454;4874218;-13.3284;4.89883
126460;1326599;-10.2643;2.83986
126465;5324408;-9.56338;2.0266599999999997
126470;5095935;-8.90015;-0.139602
126473;4112678;-15.4736;6.9897
126474;1570451;-14.2671;5.47293
126480;2884181;-10.8151;1.8231700000000002
126481;4926244;-10.8814;2.54623
126484;2028852;-10.8846;3.01041
126486;4100146;-15.8256;4.21195
126489;2909153;-14.9646;4.90522
126490;3203555;-15.7558;4.3327599999999995
126491;4062399;-13.7139;4.61106
126492;1248515;-11.0767;3.0043599999999997
126499;5667764;-10.7391;3.47704
126503;1959429;-14.7219;4.96694
126507;4487740;-13.9079;4.5050300000000005
126520;1973296;-10.5391;2.51686
126522;5118363;-15.6316;5.50438
126526;2339636;-10.3659;2.8530900000000003
126527;5712028;-9.83061;3.5577199999999998
126528;5964364;-6.30575;2.5047200000000003
126529;3607289;-15.6143;4.1702
126530;2386961;-13.6294;4.11793
126534;4559853;-10.1467;1.21149
126535;5422461;-13.9612;5.161580000000001
126538;3840802;-10.4463;2.8940799999999998
126539;4063852;-10.4896;3.45799
126545;5952001;-14.5207;3.87497
126550;4085028;-8.95394;2.63403
126555;1197799;-16.4902;4.55581
126558;5720441;-14.44;6.53426
126563;5769319;-14.425;4.29338
126565;4339801;-14.259;5.3909
126567;5748644;-9.80482;2.522
126570;4377549;-14.3324;5.0286800000000005
126571;3140987;-14.2088;4.6900699999999995
126576;5182658;-9.54299;2.56849
126582;3964480;-10.3314;3.3901800000000004
126584;1181937;-13.7591;4.6113
126585;4785940;-10.1049;2.34629
126593;4676881;-14.2775;3.94392
126602;2308518;-9.760539999999999;0.9144450000000001
126610;2675966;-9.41109;1.7819099999999999
126619;4256518;-14.079;4.50074
126632;3600076;-9.36237;2.70713
126635;3605839;-15.2037;4.39449
126637;5717005;-10.5961;3.2257700000000002
126640;3560286;-15.0995;4.7506900000000005
126647;2400724;-15.3771;5.15913
126653;5462508;-10.901;2.71543
126657;3572259;-13.7121;3.86784
126659;4143071;-14.3493;4.70871
126663;1784504;-16.0967;3.64951
126666;1270379;-13.9458;4.2052
126669;1559511;-13.8729;4.71932
126678;1257823;-14.0665;4.89155
126682;3123377;-10.7213;3.36975
126692;2815437;-10.0857;2.31608
126693;4246533;-15.932;4.86744
126699;3417140;-10.4827;1.67677
126701;5050467;-15.7127;5.1654800000000005
126704;5945414;-10.1865;2.8938900000000003
126707;2558420;-14.9181;4.0422400000000005
126717;2408417;-9.09953;1.37117
126722;5067092;-15.04;6.87015
126723;3734440;-14.4578;4.0559199999999995
126726;3126546;-13.2998;4.63638
126728;1903516;-8.1779;1.78925
126729;4374490;-13.6855;4.80025
126732;5388159;-9.44528;2.36289
126733;1165362;-14.7827;4.83891
126735;2222006;-13.7432;3.9024300000000003
126737;5473902;-10.6198;2.22472
126744;5014244;-14.3085;5.79176
126746;3706334;-16.2699;3.7131
126756;1553694;-9.97308;3.14032
126759;2000449;-14.7911;5.544980000000001
126764;5026057;-16.1144;4.5482
126768;3628856;-10.7436;2.41653
126769;1650982;-14.3275;6.43241
126773;4177603;-13.7045;4.80249
126777;4551808;-10.1891;1.59625
126780;5829253;-14.1761;5.3582
126788;3954650;-13.8212;4.80583
126790;5962541;-13.6448;4.11717
126792;3607371;-14.1371;4.037059999999999
126801;2103618;-13.8408;3.8505800000000003
126802;3012040;-9.48404;3.3999900000000003
126806;5343211;-10.5827;2.70095
126807;2302530;-15.7745;4.76846
126812;2678433;-13.9806;3.8742199999999998
126817;6002667;-15.9544;4.0436
126824;4215565;-14.7428;4.68099
126825;1983718;-9.20985;2.88447
126829;1177707;-13.7188;5.2304699999999995
126834;1131893;-8.4656;0.981409
126841;4304370;-14.1628;4.87816
126844;4052241;-13.4589;4.5521
126845;1411824;-15.74;5.7922
126849;3236082;-9.67106;2.5211
126850;3484272;-14.2424;5.449330000000001
126852;1323333;-10.7353;2.94825
126854;2341399;-10.6598;3.20204
126855;1990829;-14.5209;5.17296
126856;2842801;-13.7689;4.609319999999999
126857;3049947;-13.9482;5.1285
126860;1292796;-9.6193;3.2694
126863;4945503;-8.70618;3.91247
126871;2937422;-15.128;4.63773
126878;4858512;-14.1884;3.8810300000000004
126880;4743562;-14.7459;4.83333
126883;2943026;-8.244580000000001;1.29768
126885;5159026;-14.1348;5.250430000000001
126888;2016532;-15.4642;6.5953
126890;1958053;-13.6142;5.35992
126893;5562913;-15.7238;4.67344
126897;4272422;-14.3386;6.016
126898;2213560;-11.049000000000001;3.09125
126906;3829036;-13.5496;4.9112
126910;5601483;-9.34736;1.31265
126914;1354406;-10.2221;2.63073
126921;1356819;-8.538039999999999;-0.348437
126924;5687577;-14.4439;4.74255
126925;1831368;-10.885;2.8116
126928;2881838;-8.77311;0.345308
126930;4865890;-14.8085;5.02716
126932;4493599;-14.7516;5.61814
126934;1971215;-13.7131;4.48704
126936;1069194;-11.1878;3.00766
126938;1909825;-14.1404;4.11039
126942;1953838;-13.5995;5.077459999999999
126963;1982036;-13.5975;4.33915
126965;4088652;-16.4516;5.35925
126975;4934423;-13.7948;4.66331
126978;4474075;-14.7797;4.93098
126982;5638387;-11.1033;2.68585
126990;2762348;-14.3883;4.00934
126995;5433186;-14.8747;5.6504199999999996
127012;2638977;-14.7234;4.6188199999999995
127016;3202710;-9.73775;0.792416
127024;5233417;-9.36388;2.37677
127028;2147049;-10.0813;3.67084
127034;3951377;-10.5578;1.23488
127039;1310400;-14.9252;4.74582
127042;3179256;-8.71853;2.28614
127046;1166856;-14.3608;4.089169999999999
127077;2727597;-10.0779;3.76902
127078;3005487;-13.8176;3.9787800000000004
127080;5533425;-13.979000000000001;5.49331
127087;3861334;-13.3615;4.46811
127088;1428876;-15.4554;5.19404
127089;3854492;-14.7301;4.51921
127094;4748576;-13.9516;5.08902
127099;5945278;-10.985;2.7595400000000003
127104;3684790;-13.9025;5.3672
127117;3095069;-14.2455;5.474069999999999
127120;2306973;-16.9845;4.22008
127121;4485551;-11.0035;2.50582
127122;2629538;-10.1983;3.51422
127128;4729460;-13.6427;4.13236
127129;1767904;-7.24607;3.1788
127130;3576583;-9.02673;3.13115
127135;4110094;-14.887;3.7439699999999996
127137;4137667;-10.4548;2.9639900000000003
127139;3304947;-8.96977;2.6777
127140;2290988;-14.259;5.12065
127142;3566883;-10.4778;3.3990199999999997
127143;3438531;-10.940999999999999;3.25743
127144;1279091;-14.0932;4.12106
127150;2251174;-13.3968;4.29856
127152;3204834;-9.31359;2.38836
127155;6025199;-9.9722;3.4544900000000003
127167;1780309;-10.1131;3.29786
127170;2579592;-9.84281;0.271886
127171;5157331;-8.35005;1.70838
127176;5255014;-9.92327;3.1611700000000003
127183;1144396;-14.235999999999999;4.27166
127187;1796878;-8.78086;1.11876
127188;1665363;-14.5918;4.0536
127190;2694810;-14.6022;5.81964
127191;2529001;-9.714260000000001;3.0783099999999997
127192;1278779;-15.5413;4.943280000000001
127193;5585305;-14.1707;4.331519999999999
127200;3639295;-10.9196;3.1514900000000003
127203;2749308;-15.7679;5.69041
127206;2754295;-15.9123;3.61378
127207;5808528;-9.80689;3.26454
127220;2299402;-13.8713;3.8527199999999997
127223;3458012;-13.5885;5.3897699999999995
127225;4664640;-16.090999999999998;4.34546
127230;1640669;-9.70293;2.3919200000000003
127237;3912936;-14.3453;4.7728
127240;2446103;-13.6408;5.2853900000000005
127247;3624949;-10.4102;3.3986400000000003
127249;3612434;-10.4415;1.66503
127259;1999840;-14.3758;6.00701
127260;1748798;-10.9956;3.0790900000000003
127265;4089180;-14.9971;5.41772
127269;2115953;-16.8964;5.7352099999999995
127272;3156887;-10.1268;3.3489400000000002
127274;2562617;-14.5483;4.37101
127279;4729643;-10.1579;2.62273
127281;3908925;-8.61023;3.13951
127282;5701111;-13.2561;4.692880000000001
127284;5180901;-9.92699;3.28283
127288;4607339;-10.3747;2.98018
127289;4611275;-14.2765;4.64607
127296;5578596;-13.682;4.85639
127303;5986818;-10.0963;3.74294
127309;2043584;-9.92987;3.05891
127312;2379943;-14.2029;4.46624
127314;2590242;-8.855139999999999;1.2052399999999999
127317;1886253;-10.0741;2.43891
127321;2922276;-13.7411;4.13251
127322;3285240;-14.9724;4.81093
127328;2761745;-13.9804;4.26306
127334;5556794;-10.4056;2.53817
127341;2094010;-15.812000000000001;6.569960000000001
127343;3652160;-11.1419;3.14968
127344;5633406;-10.7243;1.7520799999999999
127345;2442027;-9.81504;2.3892900000000004
127347;4471615;-10.3551;2.97549
127351;4170531;-15.4852;4.45539
127353;5094070;-14.982000000000001;5.91215
127359;2097692;-14.3703;6.52494
127362;5175531;-15.311;5.0036
127364;1761290;-14.5709;4.82876
127368;4226309;-10.1775;3.57225
127376;4613767;-15.6027;4.66906
127380;3520825;-10.5032;3.61246
127384;1280496;-10.6589;3.5772699999999995
127386;3484780;-10.4907;1.69117
127388;5324248;-8.723419999999999;3.23565
127393;3209574;-14.0763;4.32227
127396;4062837;-15.3068;6.22337
127398;3501334;-10.5446;3.05287
127401;3151990;-10.5134;2.47343
127410;4745355;-13.7474;5.65554
127413;4281222;-7.822010000000001;2.06921
127415;4712363;-10.5253;3.5540199999999995
127420;4331515;-10.9602;3.5170800000000004
127424;3815687;-13.6999;4.58087
127432;5652660;-13.8316;4.94733
127435;1332794;-13.5807;4.37162
127436;1939785;-10.4195;3.48231
127439;1135969;-10.7288;3.44469
127440;4726709;-11.1958;2.77372
127451;5092096;-9.54476;2.83013
127453;5126330;-14.7093;5.04164
127454;3329690;-9.1964;2.99661
127455;2984834;-10.2597;3.3258
127459;5800937;-9.81387;2.22665
127461;4332322;-14.3233;4.24261
127462;3776797;-13.549000000000001;4.66518
127474;5271963;-14.7999;6.53225
127483;3649479;-9.393460000000001;-0.705774
127487;4152496;-9.14153;1.04645
127494;5471034;-14.7958;4.51865
127499;5632604;-10.5129;3.1227
127502;1936056;-14.25;3.87111
127508;4940093;-10.2271;2.3354
127509;1218470;-9.06512;1.6609599999999998
127510;3984182;-13.9121;4.77515
127511;5254651;-13.786;4.930969999999999
127512;5904628;-13.6026;4.10286
127516;1137793;-14.2364;4.86111
127524;2433851;-14.6387;5.2979
127538;4722353;-13.3816;4.4734
127540;5690044;-7.652260000000001;2.31075
127541;5793774;-15.3286;6.978910000000001
127546;1448794;-13.8033;5.22504
127548;3214635;-10.7126;2.1676900000000003
127556;3747596;-16.0492;5.997380000000001
127557;2491175;-14.6628;4.36395
127560;2051761;-13.4689;4.17042
127561;5265313;-7.84381;3.91623
127564;2893515;-13.4243;4.63356
127565;5327751;-8.84919;3.34026
127567;1834041;-6.85635;1.98413
127569;3244550;-8.60915;1.6399
127573;1186686;-9.33902;3.32715
127582;3652446;-10.3192;1.8578
127585;4563651;-9.97392;3.7382699999999995
127586;4148611;-13.35;4.73451
127587;3544408;-14.5322;4.59433
127589;1446303;-14.1754;5.47401
127596;1849723;-14.1963;4.76553
127598;1232174;-13.4954;4.42927
127602;1806624;-13.5492;4.6637900000000005
127604;1087438;-10.892000000000001;2.83514
127607;4878578;-15.8189;5.39728
127612;5818556;-14.7488;5.42017
127613;5986300;-11.0329;2.41074
127616;2121076;-13.7635;4.16235
127617;2377760;-13.86;4.58354
127619;1698543;-10.5267;1.64695
127622;1608542;-14.8429;5.22234
127623;2662100;-13.3545;4.44561
127625;2751377;-14.2936;4.275530000000001
127630;5882457;-10.7375;2.24076
127632;2149913;-14.3704;5.05834
127634;4260088;-10.6571;3.23135
127640;2288618;-14.8553;4.1794199999999995
127649;2613350;-11.0306;2.56445
127654;5795422;-13.7665;4.18609
127655;2419468;-13.45;4.16374
127656;2444958;-10.8703;3.17435
127660;2535721;-9.33072;3.3297
127668;1073077;-15.0402;4.09665
127670;3877553;-14.8522;5.3659
127671;3968307;-14.817;3.7963400000000003
127674;4905580;-10.705;3.4110199999999997
127677;4602621;-15.4477;4.83559
127682;4311354;-14.8047;3.7506199999999996
127685;5029904;-13.8684;5.28857
127691;3882792;-8.99894;1.84018
127692;4594068;-13.9956;3.82914
127694;4714257;-15.4601;6.41441
127698;4049982;-13.2945;4.55389
127699;3940333;-15.8655;4.60026
127701;3426207;-10.4694;2.55389
127704;1098736;-10.9295;2.9199900000000003
127706;2498953;-9.536539999999999;1.54035
127710;1139902;-10.7034;2.51493
127711;1693053;-14.265;6.30115
127717;4534197;-13.912;4.28149
127720;3306940;-14.2808;4.1645
127723;1139968;-13.9109;4.15371
127725;4025965;-8.4992;2.60332
127728;2879838;-14.9248;4.82275
127731;3977954;-10.6182;3.4825
127740;3056886;-13.8021;5.32371
127743;3746574;-14.8005;6.858160000000001
127744;1876176;-14.6128;4.8182
127746;3739830;-10.6711;3.53361
127747;2611477;-14.8582;4.77762
127754;1093313;-9.96292;2.2662400000000003
127765;2068602;-10.3591;3.27961
127766;5564593;-10.7582;2.44811
127767;2645499;-15.2213;4.18495
127781;4535175;-14.9584;4.54941
127783;4898576;-10.2592;3.3855800000000005
127787;4268321;-14.2065;4.2775
127789;3284176;-9.00608;3.80724
127802;4932709;-14.573;4.46289
127804;3957553;-13.7838;5.28613
127812;4213969;-14.700999999999999;5.2179199999999994
127816;4228435;-14.815999999999999;6.29555
127817;1817509;-9.46503;3.82029
127824;1281188;-15.5205;4.98717
127826;3731049;-13.7417;5.4525
127839;3933847;-14.4336;3.73777
127842;3676036;-13.9607;4.58214
127844;1155902;-14.6841;5.49942
