;id;r1;r2;r3;clusters
24799;104561;2057619;-13.6788;5.07492;1
24800;104567;1134830;-10.8067;1.837;0
24801;104570;1177386;-10.9071;3.55925;0
24802;104577;2767123;-14.4901;5.393;1
24803;104581;4672153;-14.9276;5.80014;1
24804;104584;2287867;-16.0241;5.259;1
24805;104585;1732297;-10.0382;3.00063;0
24806;104589;3605285;-10.7684;3.03743;0
24807;104592;1509694;-10.0852;3.50441;0
24808;104607;2932977;-17.1633;6.1799800000000005;1
24809;104612;4160018;-15.589;3.65995;1
24810;104619;5497505;-10.9762;3.25332;0
24811;104620;2310868;-10.2087;1.48576;0
24812;104626;1974787;-14.8844;4.18932;1
24813;104628;3054851;-13.5671;4.0716199999999985;1
24814;104631;2069498;-9.28888;1.85864;0
24815;104634;5967376;-8.704180000000001;4.02339;0
24816;104640;3224688;-10.5725;3.056;0
24817;104641;1760861;-13.7551;5.02869;1
24818;104643;4128444;-9.73025;0.245563;0
24819;104644;3440129;-14.052;5.42167;1
24820;104645;4547117;-8.51107;-0.676343;0
24821;104651;3607890;-11.0893;3.11847;0
24822;104654;4918389;-9.51854;3.20087;0
24823;104657;4365349;-11.1697;2.85228;0
24824;104661;3827093;-8.61819;-0.759303;0
24825;104662;2611844;-13.4778;4.48999;1
24826;104666;3327713;-9.62952;1.30096;0
24827;104671;3032067;-9.76548;2.48562;0
24828;104683;5726135;-14.9278;6.729360000000002;1
24829;104687;2154825;-14.8997;5.36216;1
24830;104688;2749774;-8.10003;3.33781;0
24831;104689;2900964;-10.6936;2.95626;0
24832;104692;1017072;-10.859000000000002;2.31263;0
24833;104693;1614980;-11.229;2.82675;0
24834;104694;2698357;-9.66614;3.1966900000000003;0
24835;104695;2865914;-9.11274;2.67809;0
24836;104698;5534707;-10.3541;2.05682;0
24837;104703;3649042;-14.339;3.90905;1
24838;104704;5479386;-14.466;5.33216;1
24839;104705;1189468;-14.6599;4.0968;1
24840;104719;3155603;-8.37102;2.87923;0
24841;104723;1253367;-13.7841;5.51239;1
24842;104728;4058928;-10.8913;2.99223;0
24843;104731;4942419;-10.9264;3.3723;0
24844;104732;4693030;-9.8708;2.13305;0
24845;104733;2571242;-14.9773;5.21249;1
24846;104734;4194257;-15.7502;4.62995;1
24847;104735;3673445;-10.9147;3.04179;0
24848;104738;4925228;-14.7142;4.5168599999999985;1
24849;104739;2193660;-13.9484;4.53442;1
24850;104742;5772777;-14.7807;4.25589;1
24851;104744;2839388;-10.9413;3.56719;0
24852;104753;2471784;-14.1107;4.33403;1
24853;104758;4368479;-13.3501;4.5845699999999985;1
24854;104759;3071513;-14.3759;5.51423;1
24855;104760;3116123;-13.6986;4.02035;1
24856;104762;4719055;-10.1849;3.65723;0
24857;104765;4209884;-9.98533;3.30467;0
24858;104766;5789210;-14.858;5.85085;1
24859;104769;4377893;-16.1583;5.33764;1
24860;104772;1554675;-9.56164;2.8044;0
24861;104773;5414165;-13.9992;4.2786;1
24862;104779;4450774;-13.8206;4.19868;1
24863;104785;1710166;-13.6351;4.1559;1
24864;104790;1385955;-9.78877;0.885028;0
24865;104791;4243208;-14.5607;5.95715;1
24866;104792;5906112;-13.6383;4.99717;1
24867;104796;3591416;-10.6973;2.80117;0
24868;104799;3728801;-11.1151;3.11889;0
24869;104800;4104728;-10.1657;2.66908;0
24870;104803;3759072;-10.3111;2.13692;0
24871;104804;2347770;-14.6069;5.14789;1
24872;104806;4517015;-9.89716;2.62833;0
24873;104808;5112668;-13.9309;4.50746;1
24874;104813;4597072;-14.8076;3.90697;1
24875;104824;2687698;-9.44721;2.76867;0
24876;104829;2060822;-14.4205;5.3514599999999986;1
24877;104830;1992700;-13.6312;5.1899;1
24878;104841;5008097;-10.4711;2.92125;0
24879;104843;5035204;-9.36311;2.57363;0
24880;104849;5217074;-11.1104;2.5912900000000003;0
24881;104853;4159976;-14.2704;3.80833;1
24882;104858;5162837;-14.5064;4.83276;1
24883;104864;2536050;-14.2538;4.93884;1
24884;104869;2909502;-14.3565;4.22667;1
24885;104870;3622872;-10.6458;3.5481800000000003;0
24886;104875;1387316;-7.904339999999999;0.396222;0
24887;104882;1047502;-13.7454;4.82799;1
24888;104888;2701717;-9.31563;3.65115;0
24889;104891;4288581;-14.2271;4.10126;1
24890;104896;4562962;-13.5793;4.78327;1
24891;104900;2901252;-9.78473;3.43416;0
24892;104902;1761897;-10.7534;1.7767400000000002;0
24893;104904;4873244;-9.00738;2.6118900000000003;0
24894;104906;3168971;-9.17646;1.67915;0
24895;104907;4459330;-13.6147;5.37009;1
24896;104908;5142354;-8.63285;3.55574;0
24897;104912;5194565;-9.9694;1.35554;0
24898;104913;5737588;-9.5241;3.7973;0
24899;104915;4666399;-14.2473;4.52228;1
24900;104917;5702973;-8.85455;3.68248;0
24901;104919;4555228;-10.4695;1.70314;0
24902;104924;3731469;-10.737;3.32484;0
24903;104925;1875277;-13.8135;4.53448;1
24904;104926;1291116;-15.1654;6.0245;1
24905;104931;3229076;-14.5802;4.7773;1
24906;104932;5426837;-13.6441;5.49242;1
24907;104933;2436828;-9.46255;2.43017;0
24908;104945;1264201;-14.9509;4.87812;1
24909;104954;2733682;-13.5137;4.43438;1
24910;104956;5313613;-14.1991;3.96842;1
24911;104957;3797027;-10.9917;2.84883;0
24912;104963;4176399;-14.715;4.4017;1
24913;104964;3785479;-9.63496;2.3551;0
24914;104965;1338945;-13.4227;4.49983;1
24915;104969;5286069;-13.991;4.4275400000000005;1
24916;104971;5090466;-10.734000000000002;2.4368;0
24917;104974;3351109;-15.0616;6.06044;1
24918;104983;2419626;-13.7598;4.03116;1
24919;104986;1307839;-13.7711;4.54429;1
24920;104990;1391930;-14.4894;4.71729;1
24921;104991;1344585;-14.286;4.67054;1
24922;104992;4849777;-13.4476;5.13892;1
24923;104995;5531664;-15.0083;3.93895;1
24924;104999;4662952;-16.4997;6.42124;1
24925;105006;1466820;-10.6403;2.63135;0
24926;105008;5701160;-14.765999999999998;3.75012;1
24927;105019;5195854;-10.9455;2.71289;0
24928;105021;1334727;-14.2124;3.78795;1
24929;105027;4903803;-10.5771;2.77992;0
24930;105030;4661272;-10.014;3.5323300000000004;0
24931;105035;3760505;-14.72;4.13563;1
24932;105038;3225958;-14.514;4.6601599999999985;1
24933;105043;3276993;-10.7286;2.1491;0
24934;105048;1596879;-15.1585;5.48959;1
24935;105049;2111229;-15.6495;5.55018;1
24936;105050;3408071;-10.252;2.61768;0
24937;105052;1591929;-10.854;1.85493;0
24938;105054;4007449;-15.7783;3.59398;1
24939;105056;5868731;-10.5763;3.00583;0
24940;105061;1541085;-15.8059;6.04146;1
24941;105072;5045320;-8.54635;3.19357;0
24942;105081;2040904;-9.29547;2.22453;0
24943;105085;2585597;-14.1141;5.42591;1
24944;105087;4807241;-14.9675;5.8371;1
24945;105089;5193229;-10.2307;2.96145;0
24946;105090;5376492;-10.5864;3.31056;0
24947;105096;5272036;-14.8221;4.03605;1
24948;105099;2941611;-14.0325;4.66567;1
24949;105103;5783091;-15.7987;3.75844;1
24950;105115;5525927;-13.9518;4.6835;1
24951;105121;1570484;-11.1159;3.127;0
24952;105122;1348149;-14.3955;4.96318;1
24953;105126;3404522;-9.82892;2.50845;0
24954;105130;5292115;-14.4325;4.26008;1
24955;105135;4364799;-14.4575;4.2968;1
24956;105142;3480882;-9.21838;3.82774;0
24957;105143;4873736;-9.49105;0.723271;0
24958;105163;3128770;-10.6274;2.17595;0
24959;105177;2957540;-15.6122;4.27189;1
24960;105179;5453100;-14.4526;4.93944;1
24961;105183;3985473;-10.8314;3.4837;0
24962;105190;1008313;-15.204;5.34288;1
24963;105201;4993712;-10.0905;0.356722;0
24964;105203;1487560;-10.292;2.19943;0
24965;105204;5147498;-14.2806;5.70052;1
24966;105205;4979230;-15.2375;3.69931;1
24967;105210;3740869;-13.5526;4.3876800000000005;1
24968;105211;2322815;-16.2945;3.4464;1
24969;105213;3966812;-15.1888;5.977;1
24970;105223;4649245;-14.3274;4.65469;1
24971;105227;4352810;-13.7691;3.96856;1
24972;105231;4082585;-14.1465;4.74015;1
24973;105234;1413722;-13.3267;4.47297;1
24974;105237;3484889;-14.3026;4.53072;1
24975;105240;4949521;-11.0589;3.31257;0
24976;105255;4720387;-10.4896;2.00599;0
24977;105259;5394846;-14.4913;5.85444;1
24978;105261;4429990;-9.31379;1.6865599999999998;0
24979;105266;1961607;-16.5298;4.50351;1
24980;105267;3804592;-14.1357;5.6826300000000005;1
24981;105268;1276686;-13.882;5.46084;1
24982;105273;3313808;-14.9522;3.969980000000001;1
24983;105274;2507909;-8.98661;3.63965;0
24984;105280;1778362;-16.6061;4.61723;1
24985;105282;2795610;-11.0673;3.20991;0
24986;105285;4937639;-8.603019999999999;2.93328;0
24987;105289;1345568;-8.55513;2.48545;0
24988;105291;4106276;-8.38031;3.27186;0
24989;105293;2894716;-15.1194;5.14594;1
24990;105294;2822974;-14.0519;4.6296800000000005;1
24991;105299;5475383;-14.2403;4.71255;1
24992;105304;2108340;-9.06678;3.43523;0
24993;105308;3520254;-10.0537;0.471236;0
24994;105315;1589140;-14.0291;5.07236;1
24995;105320;5741759;-11.057;3.03142;0
24996;105330;4634024;-14.3131;5.28873;1
24997;105333;5140129;-8.58944;3.5785400000000003;0
24998;105337;5120631;-15.5496;3.90317;1
24999;105342;4413131;-14.4466;5.88563;1
25000;105346;4558722;-11.0162;3.2774400000000004;0
25001;105347;1508485;-13.4242;4.36867;1
25002;105352;2972080;-15.2037;7.68641;1
25003;105354;1208504;-9.2858;3.82863;0
25004;105357;5917895;-9.92122;3.1575900000000003;0
25005;105360;2709693;-14.6569;5.07914;1
25006;105362;3812274;-13.4983;5.207319999999998;1
25007;105367;2406958;-13.7556;4.09048;1
25008;105368;2721176;-10.4584;3.4458;0
25009;105372;3633647;-13.7652;4.38431;1
25010;105376;2167729;-14.7094;5.0572599999999985;1
25011;105379;2611019;-10.1865;3.55829;0
25012;105382;4126040;-13.3765;4.91964;1
25013;105385;5260724;-10.2639;2.74955;0
25014;105387;5317127;-14.7569;6.49351;1
25015;105392;5046746;-14.8915;6.4995699999999985;1
25016;105394;1418300;-15.192;4.95862;1
25017;105407;3476551;-11.1154;3.19991;0
25018;105415;3883681;-9.88485;3.31475;0
25019;105419;2167167;-13.9819;3.89528;1
25020;105424;1621241;-10.1124;2.5545;0
25021;105427;2913420;-13.9734;4.35419;1
25022;105430;5082716;-15.5701;3.69719;1
25023;105432;4473467;-13.8603;5.20151;1
25024;105438;1793375;-11.1124;2.78583;0
25025;105440;3583108;-8.64635;2.86544;0
25026;105445;4603968;-14.0202;5.09141;1
25027;105446;4366213;-8.67384;4.0111;0
25028;105447;1171807;-14.4637;4.01069;1
25029;105448;1185311;-16.1043;6.00518;1
25030;105454;5014645;-15.8021;4.08951;1
25031;105460;1675186;-9.21537;3.2519;0
25032;105462;3307768;-10.5655;1.55256;0
25033;105465;4480110;-7.88347;2.4312;0
25034;105469;1275794;-10.2916;2.6327700000000003;0
25035;105472;5632499;-13.5318;4.5491800000000016;1
25036;105476;4735755;-9.54927;3.8889;0
25037;105484;3011953;-14.2879;4.24734;1
25038;105488;3715223;-14.4497;5.13085;1
25039;105500;5958527;-9.93865;3.58868;0
25040;105506;3962355;-10.1776;3.5834300000000003;0
25041;105507;3458037;-10.8306;2.71939;0
25042;105513;3826605;-14.5203;6.01469;1
25043;105519;4977948;-10.176;2.10802;0
25044;105520;4082504;-7.67658;1.96308;0
25045;105523;3637567;-13.4371;4.16378;1
25046;105525;4484341;-16.1776;4.49105;1
25047;105526;6024161;-14.6463;4.33829;1
25048;105533;3120540;-14.3858;5.44847;1
25049;105543;2610468;-10.7406;2.15282;0
25050;105558;3969968;-14.3081;4.08386;1
25051;105559;3195218;-14.2263;5.76118;1
25052;105570;4779934;-8.645710000000001;1.81654;0
25053;105571;5900082;-14.2546;5.8676900000000005;1
25054;105577;2886233;-15.37;4.28788;1
25055;105578;2943654;-14.601;5.91073;1
25056;105580;4900211;-13.7238;5.1603900000000005;1
25057;105583;3333754;-11.0721;2.85568;0
25058;105586;3673270;-9.58522;-0.0902007;0
25059;105588;3842755;-10.1845;2.67888;0
25060;105595;2540335;-10.0533;1.8303;0
25061;105601;5057175;-10.743;3.5732;0
25062;105605;5611739;-15.4417;5.9647;1
25063;105611;1642410;-14.339;5.09466;1
25064;105614;2683243;-10.2688;3.56423;0
25065;105615;4511802;-14.9964;4.39927;1
25066;105623;4046446;-14.0436;5.946269999999998;1
25067;105630;2375309;-10.7372;3.27213;0
25068;105633;5556071;-9.092;-0.23418200000000006;0
25069;105636;4198313;-13.939;4.83606;1
25070;105646;1223887;-7.7638;1.77076;0
25071;105649;3594481;-14.1762;5.6551;1
25072;105650;5780986;-10.4207;2.87739;0
25073;105653;3279725;-13.7196;4.06992;1
25074;105655;3931885;-14.3269;4.34946;1
25075;105658;4089152;-15.2105;5.57447;1
25076;105662;5522131;-9.67238;2.60736;0
25077;105667;1446475;-16.375;3.5264;1
25078;105671;3566793;-9.27343;1.61551;0
25079;105676;5928972;-15.0364;5.08956;1
25080;105678;5205043;-14.1161;5.5732800000000005;1
25081;105682;3212302;-8.35299;2.1059;0
25082;105688;4703246;-10.7976;2.5763700000000003;0
25083;105689;3763744;-7.85123;1.4089200000000002;0
25084;105692;2300227;-13.7209;3.88243;1
25085;105695;5624064;-9.44741;3.72863;0
25086;105698;3861546;-11.2206;2.78726;0
25087;105701;2641897;-15.0025;4.86447;1
25088;105705;5765521;-9.95335;3.57171;0
25089;105706;4548923;-11.0706;2.47158;0
25090;105708;3054325;-10.2464;2.67683;0
25091;105710;4860704;-15.7164;3.68033;1
25092;105715;2860020;-14.916;4.44015;1
25093;105716;1500223;-9.70871;2.7247;0
25094;105717;4278110;-13.6066;4.23794;1
25095;105718;2366531;-14.3534;4.23252;1
25096;105726;1866382;-14.1728;3.88265;1
25097;105729;4660238;-10.1513;3.5646400000000003;0
25098;105731;2713022;-9.15579;1.33123;0
25099;105733;1896546;-14.8078;3.9921;1
25100;105744;5910820;-9.92025;2.33587;0
25101;105747;2331121;-7.8312300000000015;3.78048;0
25102;105749;3226279;-13.8353;4.14763;1
25103;105751;4992009;-13.671;4.94878;1
25104;105752;1718815;-13.5052;4.3406400000000005;1
25105;105758;2207220;-14.5571;3.83374;1
25106;105759;1500146;-13.7194;4.58787;1
25107;105762;1301230;-10.9041;3.03185;0
25108;105763;2884163;-11.0638;2.52184;0
25109;105765;5881686;-14.8546;4.71703;1
25110;105768;3942401;-16.3613;3.66984;1
25111;105771;2284983;-15.5971;5.15706;1
25112;105773;2310589;-9.63473;2.44306;0
25113;105774;5296856;-14.504;3.92566;1
25114;105775;3382991;-11.2157;2.83084;0
25115;105776;3409162;-15.1408;3.88522;1
25116;105788;2604864;-9.73751;2.95371;0
25117;105793;5848145;-14.2219;6.15028;1
25118;105796;4975414;-13.9694;4.10714;1
25119;105797;2123748;-14.9027;3.69873;1
25120;105800;2221790;-15.9168;5.12127;1
25121;105804;4907874;-8.50135;3.3616900000000003;0
25122;105809;4592552;-9.0114;3.53035;0
25123;105812;2360942;-9.41823;0.975891;0
25124;105813;3809716;-13.554;5.07646;1
25125;105820;3880341;-15.2006;5.93944;1
25126;105824;3481059;-14.3394;3.98498;1
25127;105830;4359802;-13.5637;4.9534400000000005;1
25128;105831;2671960;-16.1645;5.05471;1
25129;105832;5253835;-10.354;0.912369;0
25130;105833;2698046;-10.7813;3.2625900000000003;0
25131;105837;4163419;-15.3469;3.87572;1
25132;105845;4486471;-10.7238;1.9991;0
25133;105853;4750072;-14.0927;4.87729;1
25134;105863;5749554;-10.5506;3.48932;0
25135;105871;5468362;-10.2554;2.45674;0
25136;105884;5608019;-13.8245;4.8343;1
25137;105888;4105384;-14.0719;4.11939;1
25138;105891;3833986;-10.5988;3.18507;0
25139;105892;1584380;-14.6133;4.6256;1
25140;105898;1821564;-10.3193;1.89657;0
25141;105902;5732926;-10.5613;3.38709;0
25142;105921;4811481;-11.2267;2.93209;0
25143;105925;5518205;-8.56972;3.50815;0
25144;105929;3308772;-10.8945;2.4564;0
25145;105934;5822904;-13.726;4.71645;1
25146;105940;4409502;-14.5358;4.21301;1
25147;105941;3011793;-9.98275;2.74206;0
25148;105944;2161266;-14.5604;5.18347;1
25149;105947;3949127;-10.2622;1.74528;0
25150;105949;3744175;-13.8768;5.79563;1
25151;105951;4891588;-13.7726;4.51946;1
25152;105955;5358705;-13.9653;4.30168;1
25153;105961;3770821;-13.6817;3.87503;1
25154;105962;5995051;-10.8627;1.9556;0
25155;105966;4341668;-7.472739999999999;2.20026;0
25156;105976;1271842;-14.4417;4.67603;1
25157;105978;4665948;-9.68872;2.9534;0
25158;105988;3354114;-13.4272;4.40065;1
25159;105990;1134383;-15.1218;4.80301;1
25160;105992;2315304;-10.1771;3.50537;0
25161;105993;4715383;-14.746;3.65862;1
25162;105999;4575616;-14.9123;4.13997;1
25163;106000;4661959;-13.3213;4.65191;1
25164;106008;1388639;-9.72256;3.4779400000000003;0
25165;106011;2824031;-8.31121;1.70663;0
25166;106023;3258104;-13.9711;4.08479;1
25167;106035;3025278;-13.4806;4.1947199999999984;1
25168;106037;5716449;-13.5887;5.24296;1
25169;106043;4097391;-14.6568;3.74639;1
25170;106049;2129256;-10.9255;3.19937;0
25171;106050;4996610;-13.5617;4.44191;1
25172;106051;3639101;-13.8365;4.33599;1
25173;106067;3832476;-14.447;5.34441;1
25174;106071;2297116;-14.8221;4.21042;1
25175;106073;1403742;-15.4396;5.00145;1
25176;106078;1504421;-13.9986;5.256;1
25177;106089;1527713;-14.0009;4.1585;1
25178;106090;1085211;-9.25345;3.87124;0
25179;106091;3622559;-15.9672;4.09783;1
25180;106100;3313788;-13.6657;5.37141;1
25181;106102;2745805;-14.8874;3.68835;1
25182;106110;2218246;-13.826;4.67472;1
25183;106113;4584558;-10.9209;3.10757;0
25184;106114;5109897;-13.3512;4.73273;1
25185;106118;4157380;-14.1484;5.6978;1
25186;106120;4176853;-14.0557;5.62241;1
25187;106122;5471302;-10.8712;2.68407;0
25188;106128;1777649;-14.9343;5.14626;1
25189;106130;5867923;-13.6587;4.08277;1
25190;106132;3758960;-13.8455;4.3155800000000015;1
25191;106135;1519631;-14.6662;4.28218;1
25192;106141;1143239;-10.0991;2.06362;0
25193;106147;4292575;-14.1064;4.67304;1
25194;106149;2533289;-13.8694;4.67852;1
25195;106152;1157714;-15.4329;7.42927;1
25196;106158;2128161;-9.83623;2.57315;0
25197;106160;1610153;-10.8871;3.01777;0
25198;106164;3839061;-14.8791;4.25418;1
25199;106168;4866114;-14.1505;4.83564;1
25200;106169;5736528;-13.5808;4.796880000000002;1
25201;106177;2649416;-14.4889;4.8810699999999985;1
25202;106178;1101522;-14.9414;6.49761;1
25203;106179;5957489;-10.4287;3.2233400000000003;0
25204;106183;4259419;-9.62802;0.422824;0
25205;106184;5062007;-14.7393;4.57757;1
25206;106190;1512234;-14.3769;5.1699199999999985;1
25207;106191;2417869;-10.7854;2.97607;0
25208;106192;5982411;-16.3842;4.68315;1
25209;106195;3088943;-10.1685;2.3574200000000003;0
25210;106205;3318373;-10.3078;0.702717;0
25211;106216;3509946;-15.2991;5.1458900000000005;1
25212;106219;1721740;-13.7716;4.95681;1
25213;106220;5958035;-13.8692;5.0762;1
25214;106229;4574251;-14.3201;5.42681;1
25215;106231;4550694;-13.3924;4.52517;1
25216;106233;4107567;-16.3556;5.4825;1
25217;106235;1220722;-13.3924;4.50973;1
25218;106239;2834191;-13.9526;4.81907;1
25219;106241;3947323;-14.2769;5.58188;1
25220;106251;5080498;-10.6428;1.74015;0
25221;106252;1029478;-10.7739;3.34162;0
25222;106253;1902206;-14.2251;4.14546;1
25223;106254;3080425;-15.1687;4.12241;1
25224;106258;3569324;-15.6697;4.79225;1
25225;106263;5962177;-9.65521;2.81808;0
25226;106268;3134469;-14.0118;4.87901;1
25227;106278;1837962;-15.0708;6.63028;1
25228;106280;2544368;-8.87187;3.07629;0
25229;106282;3298152;-14.9921;4.78521;1
25230;106290;3080572;-14.6477;4.00946;1
25231;106291;2008958;-14.707;3.93901;1
25232;106293;2721023;-14.841;4.06606;1
25233;106295;3446727;-15.104;4.7920300000000005;1
25234;106303;3395065;-10.1653;2.06312;0
25235;106316;2406460;-15.2354;4.00479;1
25236;106320;3637066;-10.7923;2.87753;0
25237;106322;2780375;-10.015;2.87784;0
25238;106323;4605919;-9.81382;1.26839;0
25239;106324;1823734;-10.9645;2.31401;0
25240;106337;2478803;-14.367;4.6041;1
25241;106342;1294425;-9.95943;2.53749;0
25242;106343;3637039;-10.3695;3.06029;0
25243;106345;1955620;-10.6477;3.42446;0
25244;106348;5298588;-13.8818;5.85606;1
25245;106349;3993126;-14.1232;5.72715;1
25246;106356;2444085;-15.5692;5.65541;1
25247;106357;2207773;-13.9158;4.16999;1
25248;106359;3440965;-15.4108;5.5763300000000005;1
25249;106362;5958875;-10.7756;2.93053;0
25250;106363;2206061;-16.0692;4.96536;1
25251;106366;5071340;-17.9797;5.59105;1
25252;106374;5109669;-14.9409;4.94421;1
25253;106378;4364988;-14.2656;5.8114;1
25254;106385;5188984;-10.1232;1.10773;0
25255;106387;1137459;-15.8526;3.60176;1
25256;106393;3154022;-9.95278;1.72361;0
25257;106394;1409628;-10.3591;2.63429;0
25258;106414;3362697;-8.29301;3.15185;0
25259;106417;3783020;-13.3917;4.45783;1
25260;106420;3196136;-13.69;4.96812;1
25261;106424;2561708;-10.5871;2.83111;0
25262;106428;2836909;-13.6708;4.57487;1
25263;106430;4663339;-14.893;4.7487900000000005;1
25264;106431;3535552;-10.9794;3.26871;0
25265;106433;5741029;-10.92;3.1644;0
25266;106439;1383887;-9.49192;2.3939;0
25267;106443;3412190;-13.9145;4.7126199999999985;1
25268;106445;4045356;-10.7142;2.83685;0
25269;106448;1070346;-13.7364;3.8465;1
25270;106449;4159808;-15.3352;6.0629800000000005;1
25271;106455;3606169;-10.3422;1.5836;0
25272;106456;6012543;-11.0658;3.14551;0
25273;106457;1757069;-10.003;1.88068;0
25274;106463;1348437;-10.1636;0.455209;0
25275;106468;5721537;-14.7878;5.00741;1
25276;106479;4624869;-14.7688;3.6439;1
25277;106487;5116983;-13.7742;4.17068;1
25278;106493;5472798;-14.0065;4.49725;1
25279;106494;5602447;-13.3306;4.63793;1
25280;106500;3573752;-15.5271;3.98289;1
25281;106502;2497694;-10.4754;2.54909;0
25282;106505;1784876;-9.94105;2.05565;0
25283;106506;5045772;-10.1049;2.56513;0
25284;106510;3904866;-14.3165;5.30701;1
25285;106513;3777545;-10.7234;3.5358300000000003;0
25286;106514;3438087;-9.25545;1.41074;0
25287;106517;5751126;-14.1296;4.49605;1
25288;106531;2600996;-10.3924;3.34972;0
25289;106538;1306024;-13.3665;4.58816;1
25290;106541;3357974;-13.7637;3.88252;1
25291;106546;2332501;-14.5219;5.71306;1
25292;106547;3254541;-15.6626;5.09417;1
25293;106549;5530623;-14.5685;4.74945;1
25294;106554;2902073;-9.78433;2.9331;0
25295;106557;1085120;-9.66992;3.85327;0
25296;106560;2137933;-15.6518;3.77142;1
25297;106561;4207180;-15.7568;6.2132;1
25298;106563;2723309;-9.98398;3.02749;0
25299;106575;4106887;-13.483;4.52395;1
25300;106577;3112529;-9.81566;2.8848700000000003;0
25301;106588;2981481;-10.0969;2.44677;0
25302;106593;5204286;-8.65173;3.8421;0
25303;106594;5554503;-9.3883;0.99331;0
25304;106596;4618851;-9.47654;3.26701;0
25305;106601;3107006;-8.5999;2.31553;0
25306;106604;2330725;-13.8415;5.46242;1
25307;106606;2974061;-13.6779;4.37258;1
25308;106610;5411670;-14.5696;3.70843;1
25309;106611;5125224;-13.9307;4.47204;1
25310;106613;2263015;-14.1833;4.624619999999998;1
25311;106618;5847941;-14.0177;5.45976;1
25312;106619;1071041;-15.1178;4.28831;1
25313;106631;5552328;-15.4852;4.87785;1
25314;106635;5311964;-13.3377;4.7800400000000005;1
25315;106638;2134375;-17.7014;3.61604;1
25316;106643;1235944;-13.342;4.64346;1
25317;106645;4507574;-10.4421;3.0511;0
25318;106646;1631503;-16.5638;3.87976;1
25319;106653;3470317;-13.8625;3.87087;1
25320;106657;4446345;-14.2307;4.92657;1
25321;106658;1898926;-14.2847;5.36024;1
25322;106672;5810667;-10.7175;3.15932;0
25323;106676;5260083;-13.6924;4.45435;1
25324;106677;4922947;-14.2806;4.9637;1
25325;106679;2109501;-10.5725;3.47309;0
25326;106680;1295107;-13.8739;4.25662;1
25327;106682;5104328;-10.2428;3.48956;0
25328;106684;3171406;-9.43229;1.84378;0
25329;106697;3112505;-14.7039;5.3776199999999985;1
25330;106715;3171488;-10.1281;2.2720700000000003;0
25331;106718;3583388;-9.94288;1.51409;0
25332;106719;1262594;-13.6772;3.97582;1
25333;106722;3361630;-9.67875;1.4155799999999998;0
25334;106723;3223081;-13.5829;5.38199;1
25335;106725;3481526;-7.52746;3.09668;0
25336;106738;3858451;-14.7751;3.68779;1
25337;106739;1813794;-9.98833;3.70274;0
25338;106740;2951973;-10.0788;1.7001;0
25339;106747;4795596;-10.5295;2.53338;0
25340;106749;2267544;-14.9645;4.95865;1
25341;106750;5475517;-13.9048;4.79853;1
25342;106752;5742832;-15.5913;5.43353;1
25343;106754;1770909;-10.6454;1.44832;0
25344;106758;4061321;-7.8826399999999985;3.70385;0
25345;106759;2000834;-9.76459;3.37886;0
25346;106760;5347699;-10.2505;1.89317;0
25347;106767;2763848;-10.5146;2.81235;0
25348;106772;3935584;-14.3728;6.19229;1
25349;106784;1208256;-8.0216;2.96535;0
25350;106785;4985902;-10.4931;3.52645;0
25351;106786;4006733;-14.9915;5.1889;1
25352;106788;5225514;-10.6001;3.35239;0
25353;106792;1557073;-15.0184;4.55812;1
25354;106793;2769359;-15.3325;5.34197;1
25355;106806;3480029;-10.1823;2.91401;0
25356;106808;3922856;-10.7251;2.0240400000000003;0
25357;106810;5705421;-14.7702;4.71749;1
25358;106813;4392673;-10.3806;3.07511;0
25359;106815;5145946;-8.96314;2.19576;0
25360;106820;5973141;-14.0823;4.83297;1
25361;106834;2311214;-14.8013;4.97393;1
25362;106838;3219490;-14.7542;3.73463;1
25363;106840;4673138;-13.8617;4.58737;1
25364;106845;4233824;-9.25733;3.62341;0
25365;106847;3900611;-13.4331;4.584;1
25366;106852;1503487;-10.3183;3.7218;0
25367;106853;5110069;-11.1633;2.92919;0
25368;106854;5782277;-9.80901;0.990735;0
25369;106856;2430886;-13.3822;4.39784;1
25370;106862;2494485;-10.7104;2.36211;0
25371;106863;4245582;-10.6639;2.8075900000000003;0
25372;106864;2099387;-10.9236;2.33043;0
25373;106868;1081938;-13.9281;4.3311;1
25374;106869;3893210;-14.4381;5.13552;1
25375;106882;3706590;-9.26679;1.92973;0
25376;106891;3671847;-14.7498;5.2882099999999985;1
25377;106897;4899019;-13.9537;3.8991;1
25378;106899;2512655;-10.5256;2.72055;0
25379;106902;5710469;-10.0017;0.284021;0
25380;106909;1700028;-14.2761;4.08477;1
25381;106911;1209554;-10.9188;3.24238;0
25382;106913;5428814;-9.97381;1.80368;0
25383;106914;3568635;-13.8191;3.90194;1
25384;106920;2071264;-15.3747;4.3646;1
25385;106921;3212825;-14.4768;4.62079;1
25386;106923;3412792;-9.24683;0.941596;0
25387;106927;3944948;-8.63968;2.11633;0
25388;106933;3871742;-10.7572;3.02014;0
25389;106934;3564693;-14.1356;5.8536;1
25390;106938;4759634;-8.105210000000001;4.21082;0
25391;106943;4700333;-14.1623;5.07779;1
25392;106949;3589069;-10.1688;3.0543400000000003;0
25393;106952;4725732;-9.84491;2.01907;0
25394;106953;4292623;-14.4623;4.5704400000000005;1
25395;106958;5306023;-10.8641;2.78192;0
